dataset,n,R,metodo,tiempo
mejor-caso-BT-F,61,1,BT,0.004631
mejor-caso-BT-F,62,1,BT,0.006656
mejor-caso-BT-F,63,1,BT,0.006596
mejor-caso-BT-F,64,1,BT,0.004489
mejor-caso-BT-F,65,1,BT,0.004703
mejor-caso-BT-F,66,1,BT,0.0045
mejor-caso-BT-F,67,1,BT,0.004741
mejor-caso-BT-F,68,1,BT,0.003995
mejor-caso-BT-F,69,1,BT,0.004176
mejor-caso-BT-F,70,1,BT,0.005032
mejor-caso-BT-F,71,1,BT,0.004998
mejor-caso-BT-F,72,1,BT,0.00561
mejor-caso-BT-F,73,1,BT,0.005231
mejor-caso-BT-F,74,1,BT,0.006543
mejor-caso-BT-F,75,1,BT,0.007642
mejor-caso-BT-F,76,1,BT,0.008092
mejor-caso-BT-F,77,1,BT,0.005198
mejor-caso-BT-F,78,1,BT,0.008055
mejor-caso-BT-F,79,1,BT,0.009266
mejor-caso-BT-F,80,1,BT,0.00537
mejor-caso-BT-F,81,1,BT,0.009338
mejor-caso-BT-F,82,1,BT,0.005228
mejor-caso-BT-F,83,1,BT,0.00497
mejor-caso-BT-F,84,1,BT,0.00522
mejor-caso-BT-F,85,1,BT,0.007934
mejor-caso-BT-F,86,1,BT,0.007498
mejor-caso-BT-F,87,1,BT,0.007379
mejor-caso-BT-F,88,1,BT,0.008301
mejor-caso-BT-F,89,1,BT,0.007702
mejor-caso-BT-F,90,1,BT,0.005689
mejor-caso-BT-F,91,1,BT,0.007334
mejor-caso-BT-F,92,1,BT,0.007399
mejor-caso-BT-F,93,1,BT,0.008936
mejor-caso-BT-F,94,1,BT,0.007178
mejor-caso-BT-F,95,1,BT,0.005278
mejor-caso-BT-F,96,1,BT,0.008054
mejor-caso-BT-F,97,1,BT,0.009141
mejor-caso-BT-F,98,1,BT,0.013323
mejor-caso-BT-F,99,1,BT,0.009496
mejor-caso-BT-F,100,1,BT,0.009684
mejor-caso-BT-F,101,1,BT,0.006735
mejor-caso-BT-F,102,1,BT,0.007803
mejor-caso-BT-F,103,1,BT,0.008697
mejor-caso-BT-F,104,1,BT,0.005431
mejor-caso-BT-F,105,1,BT,0.009127
mejor-caso-BT-F,106,1,BT,0.01067
mejor-caso-BT-F,107,1,BT,0.007577
mejor-caso-BT-F,108,1,BT,0.008387
mejor-caso-BT-F,109,1,BT,0.008109
mejor-caso-BT-F,110,1,BT,0.011586
mejor-caso-BT-F,111,1,BT,0.008455
mejor-caso-BT-F,112,1,BT,0.009208
mejor-caso-BT-F,113,1,BT,0.011632
mejor-caso-BT-F,114,1,BT,0.009239
mejor-caso-BT-F,115,1,BT,0.007485
mejor-caso-BT-F,116,1,BT,0.007556
mejor-caso-BT-F,117,1,BT,0.007454
mejor-caso-BT-F,118,1,BT,0.011944
mejor-caso-BT-F,119,1,BT,0.00926
mejor-caso-BT-F,120,1,BT,0.007323
mejor-caso-BT-F,121,1,BT,0.00761
mejor-caso-BT-F,122,1,BT,0.009615
mejor-caso-BT-F,123,1,BT,0.011514
mejor-caso-BT-F,124,1,BT,0.009189
mejor-caso-BT-F,125,1,BT,0.01106
mejor-caso-BT-F,126,1,BT,0.011005
mejor-caso-BT-F,127,1,BT,0.009159
mejor-caso-BT-F,128,1,BT,0.00856
mejor-caso-BT-F,129,1,BT,0.007479
mejor-caso-BT-F,130,1,BT,0.008711
mejor-caso-BT-F,131,1,BT,0.012944
mejor-caso-BT-F,132,1,BT,0.011748
mejor-caso-BT-F,133,1,BT,0.012634
mejor-caso-BT-F,134,1,BT,0.011792
mejor-caso-BT-F,135,1,BT,0.01113
mejor-caso-BT-F,136,1,BT,0.011512
mejor-caso-BT-F,137,1,BT,0.0176
mejor-caso-BT-F,138,1,BT,0.012808
mejor-caso-BT-F,139,1,BT,0.012776
mejor-caso-BT-F,140,1,BT,0.018706
mejor-caso-BT-F,141,1,BT,0.013098
mejor-caso-BT-F,142,1,BT,0.015332
mejor-caso-BT-F,143,1,BT,0.01626
mejor-caso-BT-F,144,1,BT,0.019185
mejor-caso-BT-F,145,1,BT,0.010254
mejor-caso-BT-F,146,1,BT,0.00949
mejor-caso-BT-F,147,1,BT,0.013993
mejor-caso-BT-F,148,1,BT,0.011273
mejor-caso-BT-F,149,1,BT,0.010073
mejor-caso-BT-F,150,1,BT,0.013436
mejor-caso-BT-F,151,1,BT,0.011195
mejor-caso-BT-F,152,1,BT,0.015118
mejor-caso-BT-F,153,1,BT,0.013142
mejor-caso-BT-F,154,1,BT,0.015146
mejor-caso-BT-F,155,1,BT,0.014062
mejor-caso-BT-F,156,1,BT,0.013744
mejor-caso-BT-F,157,1,BT,0.013289
mejor-caso-BT-F,158,1,BT,0.011526
mejor-caso-BT-F,159,1,BT,0.020019
mejor-caso-BT-F,160,1,BT,0.012235
mejor-caso-BT-F,161,1,BT,0.010754
mejor-caso-BT-F,162,1,BT,0.015869
mejor-caso-BT-F,163,1,BT,0.01105
mejor-caso-BT-F,164,1,BT,0.015707
mejor-caso-BT-F,165,1,BT,0.015406
mejor-caso-BT-F,166,1,BT,0.012849
mejor-caso-BT-F,167,1,BT,0.010755
mejor-caso-BT-F,168,1,BT,0.015493
mejor-caso-BT-F,169,1,BT,0.015748
mejor-caso-BT-F,170,1,BT,0.010773
mejor-caso-BT-F,171,1,BT,0.012929
mejor-caso-BT-F,172,1,BT,0.012514
mejor-caso-BT-F,173,1,BT,0.012192
mejor-caso-BT-F,174,1,BT,0.014988
mejor-caso-BT-F,175,1,BT,0.009685
mejor-caso-BT-F,176,1,BT,0.018751
mejor-caso-BT-F,177,1,BT,0.017958
mejor-caso-BT-F,178,1,BT,0.011576
mejor-caso-BT-F,179,1,BT,0.014384
mejor-caso-BT-F,180,1,BT,0.01093
mejor-caso-BT-F,181,1,BT,0.013195
mejor-caso-BT-F,182,1,BT,0.012803
mejor-caso-BT-F,183,1,BT,0.016633
mejor-caso-BT-F,184,1,BT,0.016214
mejor-caso-BT-F,185,1,BT,0.016659
mejor-caso-BT-F,186,1,BT,0.014061
mejor-caso-BT-F,187,1,BT,0.016114
mejor-caso-BT-F,188,1,BT,0.016638
mejor-caso-BT-F,189,1,BT,0.015925
mejor-caso-BT-F,190,1,BT,0.011955
mejor-caso-BT-F,191,1,BT,0.012953
mejor-caso-BT-F,192,1,BT,0.013366
mejor-caso-BT-F,193,1,BT,0.013092
mejor-caso-BT-F,194,1,BT,0.016874
mejor-caso-BT-F,195,1,BT,0.016257
mejor-caso-BT-F,196,1,BT,0.01525
mejor-caso-BT-F,197,1,BT,0.013263
mejor-caso-BT-F,198,1,BT,0.017116
mejor-caso-BT-F,199,1,BT,0.015294
mejor-caso-BT-F,200,1,BT,0.014189
ratio-resistenciam1,1,813,BT,0.002035
ratio-resistenciam1,2,706,BT,0.001085
ratio-resistenciam1,3,1829,BT,0.001024
ratio-resistenciam1,4,1859,BT,0.001351
ratio-resistenciam1,5,2699,BT,0.001638
ratio-resistenciam1,6,1728,BT,0.0015
ratio-resistenciam1,7,3215,BT,0.00273
ratio-resistenciam1,8,3449,BT,0.003064
ratio-resistenciam1,9,3809,BT,0.002881
ratio-resistenciam1,10,4488,BT,0.003732
ratio-resistenciam1,11,7600,BT,0.002688
ratio-resistenciam1,12,6082,BT,0.00627
ratio-resistenciam1,13,5768,BT,0.004907
ratio-resistenciam1,14,7952,BT,0.005971
ratio-resistenciam1,15,7749,BT,0.008063
ratio-resistenciam1,16,8170,BT,0.010521
ratio-resistenciam1,17,8325,BT,0.008522
ratio-resistenciam1,18,7971,BT,0.015034
ratio-resistenciam1,19,11044,BT,0.010963
ratio-resistenciam1,20,11784,BT,0.010755
ratio-resistenciam1,21,12899,BT,0.01204
ratio-resistenciam1,22,10262,BT,0.023259
ratio-resistenciam1,23,8384,BT,0.042369
ratio-resistenciam1,24,11629,BT,0.023455
ratio-resistenciam1,25,12580,BT,0.042443
ratio-resistenciam1,26,13532,BT,0.028606
ratio-resistenciam1,27,12473,BT,0.04734
ratio-resistenciam1,28,15733,BT,0.047101
ratio-resistenciam1,29,13695,BT,0.066872
ratio-resistenciam1,30,14135,BT,0.039219
ratio-resistenciam1,31,14874,BT,0.054737
ratio-resistenciam1,32,19098,BT,0.03834
ratio-resistenciam1,33,17662,BT,0.077925
ratio-resistenciam1,34,17271,BT,0.041806
ratio-resistenciam1,35,15896,BT,0.095316
ratio-resistenciam1,36,20561,BT,0.088902
ratio-resistenciam1,37,20216,BT,0.102906
ratio-resistenciam1,38,19013,BT,0.147017
ratio-resistenciam1,39,19349,BT,0.218412
ratio-resistenciam1,40,19451,BT,0.15774
ratio-resistenciam1,41,20548,BT,0.065358
ratio-resistenciam1,42,21423,BT,0.17093
ratio-resistenciam1,43,24896,BT,0.100326
ratio-resistenciam1,44,21557,BT,0.110999
ratio-resistenciam1,45,23606,BT,0.300283
ratio-resistenciam1,46,22811,BT,0.145058
ratio-resistenciam1,47,24579,BT,0.163791
ratio-resistenciam1,48,22129,BT,0.244345
ratio-resistenciam1,49,26196,BT,0.217015
ratio-resistenciam1,50,19635,BT,0.472029
ratio-resistenciam1,51,27050,BT,0.240646
ratio-resistenciam1,52,27251,BT,0.278588
ratio-resistenciam1,53,27568,BT,0.260994
ratio-resistenciam1,54,27579,BT,0.162623
ratio-resistenciam1,55,27236,BT,0.591986
ratio-resistenciam1,56,27053,BT,0.534304
ratio-resistenciam1,57,31570,BT,0.391358
ratio-resistenciam1,58,34923,BT,0.664818
ratio-resistenciam1,59,31669,BT,0.402836
ratio-resistenciam1,60,29385,BT,0.205729
ratio-resistenciam1,61,29796,BT,0.635263
ratio-resistenciam1,62,27218,BT,0.632952
ratio-resistenciam1,63,32460,BT,0.649903
ratio-resistenciam1,64,29169,BT,0.733107
ratio-resistenciam1,65,34446,BT,0.364288
ratio-resistenciam1,66,34572,BT,0.458099
ratio-resistenciam1,67,32292,BT,1.1661
ratio-resistenciam1,68,32878,BT,0.449524
ratio-resistenciam1,69,32122,BT,1.57334
ratio-resistenciam1,70,34565,BT,0.653203
ratio-resistenciam1,71,37689,BT,1.22761
ratio-resistenciam1,72,35547,BT,0.982396
ratio-resistenciam1,73,36147,BT,1.09114
ratio-resistenciam1,74,42174,BT,1.30234
ratio-resistenciam1,75,36788,BT,2.96721
ratio-resistenciam1,76,36223,BT,1.57199
ratio-resistenciam1,77,35107,BT,1.5302
ratio-resistenciam1,78,38094,BT,3.2745
ratio-resistenciam1,79,37875,BT,1.28309
ratio-resistenciam1,80,42849,BT,1.47867
ratio-resistenciam1,81,42594,BT,1.17612
ratio-resistenciam1,82,38578,BT,2.10547
ratio-resistenciam1,83,41369,BT,1.70073
ratio-resistenciam1,84,34577,BT,2.9748
ratio-resistenciam1,85,47337,BT,1.65612
ratio-resistenciam1,86,40726,BT,3.26717
ratio-resistenciam1,87,44853,BT,1.51872
ratio-resistenciam1,88,48197,BT,2.55659
ratio-resistenciam1,89,44911,BT,1.85414
ratio-resistenciam1,90,49001,BT,2.76719
ratio-resistenciam1,91,43756,BT,3.80051
ratio-resistenciam1,92,45882,BT,1.5952
ratio-resistenciam1,93,47659,BT,1.62708
ratio-resistenciam1,94,52454,BT,1.23084
ratio-resistenciam1,95,50817,BT,2.88726
ratio-resistenciam1,96,45283,BT,2.91647
ratio-resistenciam1,97,45135,BT,4.56618
ratio-resistenciam1,98,54303,BT,2.69496
ratio-resistenciam1,99,48162,BT,4.20383
ratio-resistenciam1,100,51863,BT,4.24674
ratio-resistenciam1,101,51881,BT,3.90862
ratio-resistenciam1,102,49516,BT,2.65528
ratio-resistenciam1,103,53245,BT,3.0765
ratio-resistenciam1,104,52828,BT,4.67764
ratio-resistenciam1,105,55887,BT,1.97328
ratio-resistenciam1,106,46043,BT,5.22865
ratio-resistenciam1,107,56549,BT,4.73387
ratio-resistenciam1,108,50993,BT,7.24851
ratio-resistenciam1,109,53741,BT,2.37714
ratio-resistenciam1,110,57531,BT,5.12432
ratio-resistenciam1,111,54751,BT,7.55381
ratio-resistenciam1,112,52823,BT,5.28968
ratio-resistenciam1,113,54667,BT,5.55078
ratio-resistenciam1,114,61997,BT,3.52727
ratio-resistenciam1,115,63498,BT,3.80563
ratio-resistenciam1,116,56489,BT,7.80845
ratio-resistenciam1,117,62549,BT,7.9671
ratio-resistenciam1,118,57745,BT,11.1233
ratio-resistenciam1,119,57172,BT,6.03375
ratio-resistenciam1,120,63165,BT,7.9456
ratio-resistenciam1,121,60596,BT,7.55903
ratio-resistenciam1,122,59250,BT,9.88015
ratio-resistenciam1,123,62954,BT,9.76359
ratio-resistenciam1,124,63039,BT,3.27509
ratio-resistenciam1,125,59359,BT,12.6324
ratio-resistenciam1,126,61682,BT,16.0164
ratio-resistenciam1,127,61578,BT,7.88122
ratio-resistenciam1,128,66687,BT,9.00546
ratio-resistenciam1,129,62176,BT,10.8291
ratio-resistenciam1,130,62906,BT,10.1887
ratio-resistenciam1,131,68706,BT,9.20644
ratio-resistenciam1,132,61354,BT,20.0305
ratio-resistenciam1,133,67414,BT,9.02587
ratio-resistenciam1,134,68227,BT,7.52809
ratio-resistenciam1,135,61891,BT,23.3211
ratio-resistenciam1,136,69479,BT,9.97726
ratio-resistenciam1,137,69714,BT,11.8066
ratio-resistenciam1,138,77025,BT,9.14826
ratio-resistenciam1,139,67188,BT,11.3577
ratio-resistenciam1,140,69297,BT,7.8372
ratio-resistenciam1,141,67394,BT,13.4114
ratio-resistenciam1,142,72536,BT,17.2264
ratio-resistenciam1,143,67251,BT,11.305
ratio-resistenciam1,144,74223,BT,21.3759
ratio-resistenciam1,145,78922,BT,8.18303
ratio-resistenciam1,146,72345,BT,11.8187
ratio-resistenciam1,147,78629,BT,7.73955
ratio-resistenciam1,148,72229,BT,24.8783
ratio-resistenciam1,149,71896,BT,19.5357
ratio-resistenciam1,150,74380,BT,8.952
ratio-resistenciam1,151,78591,BT,13.4047
ratio-resistenciam1,152,74330,BT,14.2215
ratio-resistenciam1,153,73654,BT,27.428
ratio-resistenciam1,154,79131,BT,17.7329
ratio-resistenciam1,155,79644,BT,12.7858
ratio-resistenciam1,156,84588,BT,16.1377
ratio-resistenciam1,157,79339,BT,20.0137
ratio-resistenciam1,158,82920,BT,13.1504
ratio-resistenciam1,159,83143,BT,22.8976
ratio-resistenciam1,160,76876,BT,18.1913
ratio-resistenciam1,161,83032,BT,20.2893
ratio-resistenciam1,162,84122,BT,16.5988
ratio-resistenciam1,163,89319,BT,20.4292
ratio-resistenciam1,164,89776,BT,16.8847
ratio-resistenciam1,165,91743,BT,27.092
ratio-resistenciam1,166,78746,BT,23.4986
ratio-resistenciam1,167,86899,BT,18.2365
ratio-resistenciam1,168,83911,BT,48.4401
ratio-resistenciam1,169,84581,BT,16.7074
ratio-resistenciam1,170,84209,BT,31.4706
ratio-resistenciam1,171,83552,BT,17.156
ratio-resistenciam1,172,90710,BT,20.5323
ratio-resistenciam1,173,82472,BT,23.8794
ratio-resistenciam1,174,85607,BT,47.4109
ratio-resistenciam1,175,90449,BT,19.8195
ratio-resistenciam1,176,77158,BT,39.9187
ratio-resistenciam1,177,90849,BT,21.9513
ratio-resistenciam1,178,83077,BT,17.4945
ratio-resistenciam1,179,97988,BT,29.3131
ratio-resistenciam1,180,83275,BT,24.4812
ratio-resistenciam1,181,90260,BT,40.8033
ratio-resistenciam1,182,89735,BT,29.8432
ratio-resistenciam1,183,92318,BT,22.499
ratio-resistenciam1,184,95076,BT,15.6182
ratio-resistenciam1,185,86578,BT,42.0414
ratio-resistenciam1,186,97430,BT,18.4984
ratio-resistenciam1,187,84145,BT,45.1599
ratio-resistenciam1,188,94034,BT,33.2206
ratio-resistenciam1,189,100384,BT,29.2896
ratio-resistenciam1,190,100018,BT,37.7591
ratio-resistenciam1,191,93828,BT,29.0715
ratio-resistenciam1,192,92485,BT,42.508
ratio-resistenciam1,193,97758,BT,49.2453
ratio-resistenciam1,194,95642,BT,43.7827
ratio-resistenciam1,195,104410,BT,33.0041
ratio-resistenciam1,196,96011,BT,39.3938
ratio-resistenciam1,197,104023,BT,24.0573
ratio-resistenciam1,198,101367,BT,25.5897
ratio-resistenciam1,199,93183,BT,57.5122
ratio-resistenciam1,200,98829,BT,59.5611
ratio-resistenciaM1,1,996,BT,0.000582
ratio-resistenciaM1,2,1200,BT,0.0008
ratio-resistenciaM1,3,1379,BT,0.001001
ratio-resistenciaM1,4,1261,BT,0.00111
ratio-resistenciaM1,5,1344,BT,0.001448
ratio-resistenciaM1,6,2212,BT,0.001364
ratio-resistenciaM1,7,4571,BT,0.001993
ratio-resistenciaM1,8,4773,BT,0.001637
ratio-resistenciaM1,9,3260,BT,0.002437
ratio-resistenciaM1,10,5573,BT,0.005644
ratio-resistenciaM1,11,6556,BT,0.006274
ratio-resistenciaM1,12,4997,BT,0.008387
ratio-resistenciaM1,13,4612,BT,0.007905
ratio-resistenciaM1,14,5345,BT,0.01604
ratio-resistenciaM1,15,8114,BT,0.016084
ratio-resistenciaM1,16,8740,BT,0.027473
ratio-resistenciaM1,17,7501,BT,0.016871
ratio-resistenciaM1,18,8377,BT,0.015686
ratio-resistenciaM1,19,5896,BT,0.037132
ratio-resistenciaM1,20,11009,BT,0.039396
ratio-resistenciaM1,21,10295,BT,0.057102
ratio-resistenciaM1,22,12628,BT,0.078247
ratio-resistenciaM1,23,11836,BT,0.071462
ratio-resistenciaM1,24,14328,BT,0.078832
ratio-resistenciaM1,25,15164,BT,0.059611
ratio-resistenciaM1,26,14029,BT,0.178416
ratio-resistenciaM1,27,15624,BT,0.143269
ratio-resistenciaM1,28,13280,BT,0.46579
ratio-resistenciaM1,29,12879,BT,0.456069
ratio-resistenciaM1,30,15040,BT,0.291127
ratio-resistenciaM1,31,17486,BT,0.282155
ratio-resistenciaM1,32,15349,BT,0.772765
ratio-resistenciaM1,33,20848,BT,0.446983
ratio-resistenciaM1,34,14718,BT,2.2459
ratio-resistenciaM1,35,17452,BT,0.866399
ratio-resistenciaM1,36,18124,BT,0.448874
ratio-resistenciaM1,37,14383,BT,4.55315
ratio-resistenciaM1,38,22014,BT,1.51544
ratio-resistenciaM1,39,18619,BT,1.89112
ratio-resistenciaM1,40,23358,BT,0.653909
ratio-resistenciaM1,41,21751,BT,1.40308
ratio-resistenciaM1,42,19445,BT,11.9374
ratio-resistenciaM1,43,21160,BT,1.90982
ratio-resistenciaM1,44,21964,BT,3.5931
ratio-resistenciaM1,45,20229,BT,6.63893
ratio-resistenciaM1,46,24779,BT,3.3588
ratio-resistenciaM1,47,20136,BT,14.1269
ratio-resistenciaM1,48,27726,BT,2.40051
ratio-resistenciaM1,49,28257,BT,0.856273
ratio-resistenciaM1,50,27302,BT,2.91525
ratio-resistenciaM1,51,26605,BT,7.86296
ratio-resistenciaM1,52,26724,BT,2.42599
ratio-resistenciaM1,53,23816,BT,9.55559
ratio-resistenciaM1,54,26781,BT,10.5744
ratio-resistenciaM1,55,29782,BT,6.76324
ratio-resistenciaM1,56,27210,BT,15.0357
ratio-resistenciaM1,57,29426,BT,14.745
ratio-resistenciaM1,58,32496,BT,4.30889
ratio-resistenciaM1,59,28376,BT,29.394
ratio-resistenciaM1,60,31423,BT,8.19342
ratio-resistenciaM1,61,32668,BT,6.3109
ratio-resistenciaM1,62,29553,BT,12.3324
ratio-resistenciaM1,63,33152,BT,20.4395
ratio-resistenciaM1,64,28026,BT,33.3807
ratio-resistenciaM1,65,36773,BT,6.06521
ratio-resistenciaM1,66,33437,BT,20.8777
ratio-resistenciaM1,67,29344,BT,77.2741
ratio-resistenciaM1,68,35186,BT,23.6427
ratio-resistenciaM1,69,34465,BT,28.3984
ratio-resistenciaM1,70,38678,BT,14.7803
ratio-resistenciaM1,71,33655,BT,26.8411
ratio-resistenciaM1,72,35372,BT,28.428
ratio-resistenciaM1,73,36688,BT,30.6359
ratio-resistenciaM1,74,30546,BT,136.362
ratio-resistenciaM1,75,39504,BT,24.4632
ratio-resistenciaM1,76,36870,BT,61.7096
ratio-resistenciaM1,77,40708,BT,85.3071
ratio-resistenciaM1,78,42281,BT,15.1169
ratio-resistenciaM1,79,36314,BT,143.004
ratio-resistenciaM1,80,39503,BT,130.356
ratio-resistenciaM1,81,41340,BT,44.5824
ratio-resistenciaM1,82,38734,BT,169.442
ratio-resistenciaM1,83,37479,BT,173.627
ratio-resistenciaM1,84,45233,BT,37.1875
ratio-resistenciaM1,85,43344,BT,24.5649
ratio-resistenciaM1,86,45668,BT,120.969
ratio-resistenciaM1,87,40399,BT,532.753
ratio-resistenciaM1,88,47568,BT,80.3354
ratio-resistenciaM1,89,45197,BT,346.18
ratio-resistenciaM1,90,50263,BT,117.11
ratio-resistenciaM1,91,44113,BT,1211.46
ratio-resistenciaM1,92,43998,BT,262.255
ratio-resistenciaM1,93,44405,BT,526.977
ratio-resistenciaM1,94,49069,BT,500.106
ratio-resistenciaM1,95,50020,BT,115.353
ratio-resistenciaM1,96,50362,BT,403.412
ratio-resistenciaM1,97,47190,BT,2076.84
ratio-resistenciaM1,98,44556,BT,934.859
ratio-resistenciaM1,99,51724,BT,155.518
ratio-resistenciaM1,100,48977,BT,124.631
ratio-resistenciaM1,101,54381,BT,358.442
ratio-resistenciaM1,102,46426,BT,8313.99
ratio-resistenciaM1,103,50170,BT,382.962
ratio-resistenciaM1,104,50876,BT,1642.1
ratio-resistenciaM1,105,56360,BT,316.731
ratio-resistenciaM1,106,56673,BT,689.628
ratio-resistenciaM1,107,58366,BT,244.362
ratio-resistenciaM1,108,52426,BT,1203.94
ratio-resistenciaM1,109,60660,BT,1273.52
ratio-resistenciaM1,110,57893,BT,225.512
ratio-resistenciaM1,111,57519,BT,427.716
ratio-resistenciaM1,112,56725,BT,627.306
ratio-resistenciaM1,113,54701,BT,1142.73
ratio-resistenciaM1,114,53071,BT,13263.5
ratio-resistenciaM1,115,57008,BT,252.26
ratio-resistenciaM1,116,59857,BT,2535.78
ratio-resistenciaM1,117,58874,BT,4185.37
ratio-resistenciaM1,118,60644,BT,1413.03
ratio-resistenciaM1,119,60836,BT,685.658
ratio-resistenciaM1,120,61071,BT,3588.29
ratio-resistenciaM1,121,60664,BT,651.488
ratio-resistenciaM1,122,61049,BT,602.743
ratio-resistenciaM1,123,65351,BT,557.281
ratio-resistenciaM1,124,59039,BT,6185.06
ratio-resistenciaM1,125,66926,BT,985.392
ratio-resistenciaM1,126,66005,BT,5677.16
ratio-resistenciaM1,127,58257,BT,54558.6
ratio-resistenciaM1,128,66426,BT,9186.52
ratio-resistenciaM1,129,61506,BT,997.107
ratio-resistenciaM1,130,63555,BT,6515.04
ratio-resistenciam1,1,813,DP,0.005657
ratio-resistenciam1,2,706,DP,0.009358
ratio-resistenciam1,3,1829,DP,0.032947
ratio-resistenciam1,4,1859,DP,0.027617
ratio-resistenciam1,5,2699,DP,0.046413
ratio-resistenciam1,6,1728,DP,0.034629
ratio-resistenciam1,7,3215,DP,0.096825
ratio-resistenciam1,8,3449,DP,0.100491
ratio-resistenciam1,9,3809,DP,0.097679
ratio-resistenciam1,10,4488,DP,0.187129
ratio-resistenciam1,11,7600,DP,0.308819
ratio-resistenciam1,12,6082,DP,0.267309
ratio-resistenciam1,13,5768,DP,0.244455
ratio-resistenciam1,14,7952,DP,0.347834
ratio-resistenciam1,15,7749,DP,0.355848
ratio-resistenciam1,16,8170,DP,0.389565
ratio-resistenciam1,17,8325,DP,0.527871
ratio-resistenciam1,18,7971,DP,0.494416
ratio-resistenciam1,19,11044,DP,0.830296
