dataset,n,R,metodo,tiempo
ratio-resistenciam1,42,22449,BT,0.220859
ratio-resistenciam1,43,20813,BT,0.223934
ratio-resistenciam1,44,19653,BT,0.367382
ratio-resistenciam1,45,21676,BT,0.226625
ratio-resistenciam1,46,20942,BT,0.276566
ratio-resistenciam1,47,22698,BT,0.215779
ratio-resistenciam1,48,21840,BT,0.357305
ratio-resistenciam1,49,24219,BT,0.227615
ratio-resistenciam1,50,24339,BT,0.419415
ratio-resistenciam1,51,26141,BT,0.194826
ratio-resistenciam1,52,21989,BT,0.475727
ratio-resistenciam1,53,27069,BT,0.481851
ratio-resistenciam1,54,23636,BT,0.376749
ratio-resistenciam1,55,27305,BT,0.442696
ratio-resistenciam1,56,25802,BT,0.834188
ratio-resistenciam1,57,29423,BT,0.561618
ratio-resistenciam1,58,29342,BT,0.517077
ratio-resistenciam1,59,29932,BT,0.786046
ratio-resistenciam1,60,27550,BT,0.547669
ratio-resistenciam1,61,36328,BT,0.761485
ratio-resistenciam1,62,28532,BT,1.0839
ratio-resistenciam1,63,31172,BT,0.715242
ratio-resistenciam1,64,30650,BT,1.0423
ratio-resistenciam1,65,36777,BT,1.15499
ratio-resistenciam1,66,34955,BT,0.785461
ratio-resistenciam1,67,30908,BT,0.9965
ratio-resistenciam1,68,35105,BT,1.27047
ratio-resistenciam1,69,35520,BT,0.826823
ratio-resistenciam1,70,37536,BT,0.955164
ratio-resistenciam1,71,32705,BT,1.84443
ratio-resistenciam1,72,34652,BT,1.15193
ratio-resistenciam1,73,39425,BT,1.6026
ratio-resistenciam1,74,36390,BT,1.18761
ratio-resistenciam1,75,35046,BT,4.1613
ratio-resistenciam1,76,34976,BT,2.51837
ratio-resistenciam1,77,32748,BT,2.41013
ratio-resistenciam1,78,40698,BT,1.69335
ratio-resistenciam1,79,38862,BT,2.09412
ratio-resistenciam1,80,39255,BT,2.55986
ratio-resistenciam1,81,42348,BT,0.889317
ratio-resistenciam1,82,42673,BT,2.17583
ratio-resistenciam1,83,39684,BT,1.86556
ratio-resistenciam1,84,41514,BT,2.04792
ratio-resistenciam1,85,48682,BT,1.6083
ratio-resistenciam1,86,40692,BT,3.30654
ratio-resistenciam1,87,46389,BT,3.01133
ratio-resistenciam1,88,48250,BT,4.52739
ratio-resistenciam1,89,43950,BT,1.6161
ratio-resistenciam1,90,43723,BT,4.78253
ratio-resistenciam1,91,46551,BT,2.02118
ratio-resistenciam1,92,47882,BT,5.01625
ratio-resistenciam1,93,47872,BT,2.8079
ratio-resistenciam1,94,47404,BT,3.36949
ratio-resistenciam1,95,48248,BT,3.13544
ratio-resistenciam1,96,48368,BT,3.58378
ratio-resistenciam1,97,51875,BT,4.57148
ratio-resistenciam1,98,49121,BT,3.20733
ratio-resistenciam1,99,44805,BT,3.1471
ratio-resistenciam1,100,53775,BT,3.16569
ratio-resistenciam1,101,48035,BT,4.9071
ratio-resistenciam1,102,53559,BT,4.6338
ratio-resistenciam1,103,56696,BT,2.22512
ratio-resistenciam1,104,47664,BT,6.90261
ratio-resistenciam1,105,50999,BT,6.42779
ratio-resistenciam1,106,54546,BT,8.14677
ratio-resistenciam1,107,57390,BT,6.22068
ratio-resistenciam1,108,59787,BT,4.60445
ratio-resistenciam1,109,56678,BT,5.9404
ratio-resistenciam1,110,55445,BT,7.57795
ratio-resistenciam1,111,57116,BT,7.77534
ratio-resistenciam1,112,55337,BT,8.17738
ratio-resistenciam1,113,58792,BT,4.22007
ratio-resistenciam1,114,59174,BT,7.17428
ratio-resistenciam1,115,53838,BT,14.1475
ratio-resistenciam1,116,54251,BT,9.83873
ratio-resistenciam1,117,57449,BT,8.19931
ratio-resistenciam1,118,53753,BT,10.015
ratio-resistenciam1,119,59918,BT,9.62233
ratio-resistenciam1,120,62351,BT,6.61027
ratio-resistenciam1,121,60975,BT,7.12563
ratio-resistenciam1,122,65496,BT,8.46818
ratio-resistenciam1,123,64570,BT,15.3057
ratio-resistenciam1,124,58877,BT,9.75776
ratio-resistenciam1,125,55539,BT,17.8958
ratio-resistenciam1,126,63958,BT,9.82038
ratio-resistenciam1,127,58720,BT,17.8914
ratio-resistenciam1,128,65585,BT,7.55755
ratio-resistenciam1,129,66277,BT,6.60769
ratio-resistenciam1,130,61670,BT,14.4404
ratio-resistenciam1,131,58317,BT,22.3482
ratio-resistenciam1,132,67247,BT,6.97644
ratio-resistenciam1,133,64991,BT,10.1596
ratio-resistenciam1,134,65380,BT,15.9916
ratio-resistenciam1,135,64625,BT,24.5232
ratio-resistenciam1,136,68178,BT,13.6571
ratio-resistenciam1,137,66443,BT,11.4639
ratio-resistenciam1,138,74021,BT,16.9971
ratio-resistenciam1,139,75102,BT,6.64089
ratio-resistenciam1,140,69598,BT,10.2514
ratio-resistenciam1,141,71868,BT,15.0935
ratio-resistenciam1,142,59695,BT,29.23
ratio-resistenciam1,143,74493,BT,10.3685
ratio-resistenciam1,144,69546,BT,20.1824
ratio-resistenciam1,145,67857,BT,17.9719
ratio-resistenciam1,146,72846,BT,22.7654
ratio-resistenciam1,147,70202,BT,19.7601
ratio-resistenciam1,148,69974,BT,12.3592
ratio-resistenciam1,149,71455,BT,12.5221
ratio-resistenciam1,150,70292,BT,27.0651
ratio-resistenciam1,151,73258,BT,27.7308
ratio-resistenciam1,152,78540,BT,13.3806
ratio-resistenciam1,153,75730,BT,24.6735
ratio-resistenciam1,154,78910,BT,15.2825
ratio-resistenciam1,155,78033,BT,32.7071
ratio-resistenciam1,156,76955,BT,29.3637
ratio-resistenciam1,157,82421,BT,21.0834
ratio-resistenciam1,158,81044,BT,38.491
ratio-resistenciam1,159,77890,BT,43.3552
ratio-resistenciam1,160,76776,BT,37.7254
ratio-resistenciam1,161,84115,BT,12.7206
ratio-resistenciam1,162,78991,BT,47.8695
ratio-resistenciam1,163,73848,BT,28.7688
ratio-resistenciam1,164,83994,BT,22.7627
ratio-resistenciam1,165,84987,BT,23.9247
ratio-resistenciam1,166,84815,BT,34.7736
ratio-resistenciam1,167,84622,BT,19.7175
ratio-resistenciam1,168,85387,BT,39.9216
ratio-resistenciam1,169,84161,BT,19.5757
ratio-resistenciam1,170,82030,BT,23.3765
ratio-resistenciam1,171,84449,BT,52.6101
ratio-resistenciam1,172,92007,BT,26.1934
ratio-resistenciam1,173,85353,BT,50.7314
ratio-resistenciam1,174,90146,BT,19.3408
ratio-resistenciam1,175,92342,BT,21.2014
ratio-resistenciam1,176,88344,BT,37.5495
ratio-resistenciam1,177,87836,BT,26.364
ratio-resistenciam1,178,86727,BT,25.374
ratio-resistenciam1,179,88387,BT,34.2045
ratio-resistenciam1,180,89173,BT,27.3975
ratio-resistenciam1,181,99859,BT,18.8712
ratio-resistenciam1,182,94938,BT,39.885
ratio-resistenciam1,183,94116,BT,19.3693
ratio-resistenciam1,184,90928,BT,48.8234
ratio-resistenciam1,185,90793,BT,33.8672
ratio-resistenciam1,186,87479,BT,45.1614
ratio-resistenciam1,187,93617,BT,60.9127
ratio-resistenciam1,188,89381,BT,54.0241
ratio-resistenciam1,189,95234,BT,37.7094
ratio-resistenciam1,190,95059,BT,38.7275
ratio-resistenciam1,191,90840,BT,38.2697
ratio-resistenciam1,192,97625,BT,40.2627
ratio-resistenciam1,193,95975,BT,24.8811
ratio-resistenciam1,194,96849,BT,66.5629
ratio-resistenciam1,195,89741,BT,68.2294
ratio-resistenciam1,196,100747,BT,39.1643
ratio-resistenciam1,197,107785,BT,32.9178
ratio-resistenciam1,198,98804,BT,43.1735
ratio-resistenciam1,199,100312,BT,39.6368
ratio-resistenciam1,200,102155,BT,39.2734
ratio-resistenciam1,201,95340,BT,68.0982
ratio-resistenciam1,202,100057,BT,43.7355
ratio-resistenciam1,203,97046,BT,58.4592
ratio-resistenciam1,204,100742,BT,36.054
ratio-resistenciam1,205,104119,BT,57.9921
ratio-resistenciam1,206,103878,BT,32.3282
ratio-resistenciam1,207,107056,BT,80.1573
ratio-resistenciam1,208,99465,BT,42.034
ratio-resistenciam1,209,102539,BT,96.1083
ratio-resistenciam1,210,102905,BT,50.5134
ratio-resistenciam1,211,107079,BT,73.0634
ratio-resistenciam1,212,109531,BT,39.7158
ratio-resistenciam1,213,106383,BT,45.3191
ratio-resistenciam1,214,107806,BT,71.5246
ratio-resistenciam1,215,110052,BT,49.5094
ratio-resistenciam1,216,104592,BT,85.4143
ratio-resistenciam1,217,108369,BT,77.6863
ratio-resistenciam1,218,118133,BT,35.7885
ratio-resistenciam1,219,113156,BT,51.0885
ratio-resistenciam1,220,104076,BT,72.1718
ratio-resistenciam1,221,114559,BT,79.2492
ratio-resistenciam1,222,116605,BT,85.435
ratio-resistenciam1,223,104719,BT,98.5607
ratio-resistenciam1,224,115766,BT,67.0931
ratio-resistenciam1,225,117118,BT,151.314
ratio-resistenciam1,226,110930,BT,55.2099
ratio-resistenciam1,227,113487,BT,91.4264
ratio-resistenciam1,228,112069,BT,76.2182
ratio-resistenciam1,229,111535,BT,159.959
ratio-resistenciam1,230,112163,BT,156.319
ratio-resistenciam1,231,105345,BT,168.974
ratio-resistenciam1,232,114112,BT,86.3843
ratio-resistenciam1,233,113418,BT,98.3189
ratio-resistenciam1,234,119130,BT,76.5415
ratio-resistenciam1,235,114733,BT,94.0343
ratio-resistenciam1,236,111967,BT,97.0548
ratio-resistenciam1,237,121538,BT,81.7983
ratio-resistenciam1,238,116314,BT,166.239
ratio-resistenciam1,239,120116,BT,132.727
ratio-resistenciam1,240,126599,BT,75.2368
ratio-resistenciam1,241,125907,BT,97.2829
ratio-resistenciam1,242,123393,BT,89.8978
ratio-resistenciam1,243,123244,BT,89.524
ratio-resistenciam1,244,116473,BT,138.037
ratio-resistenciam1,245,119100,BT,111.304
ratio-resistenciam1,246,130563,BT,89.2857
ratio-resistenciam1,247,126281,BT,75.7164
ratio-resistenciam1,248,119849,BT,195.702
ratio-resistenciam1,249,127449,BT,142.191
ratio-resistenciam1,250,124038,BT,82.9769
ratio-resistenciam1,251,130451,BT,126.504
ratio-resistenciam1,252,131489,BT,112.364
ratio-resistenciam1,253,130170,BT,100.482
ratio-resistenciam1,254,123584,BT,159.904
ratio-resistenciam1,255,119962,BT,290.417
ratio-resistenciam1,256,134654,BT,87.4206
ratio-resistenciam1,257,131156,BT,180.672
ratio-resistenciam1,258,134618,BT,241.018
ratio-resistenciam1,259,134601,BT,205.164
ratio-resistenciam1,260,136044,BT,185.997
ratio-resistenciam1,261,122852,BT,119.679
ratio-resistenciam1,262,137195,BT,83.8435
ratio-resistenciam1,263,124986,BT,289.849
ratio-resistenciam1,264,126772,BT,186.968
ratio-resistenciam1,265,140084,BT,173.63
ratio-resistenciam1,266,134639,BT,110.879
ratio-resistenciam1,267,128561,BT,103.463
ratio-resistenciam1,268,137280,BT,123.075
ratio-resistenciam1,269,133231,BT,98.6457
ratio-resistenciam1,270,144991,BT,83.3835
ratio-resistenciam1,271,130791,BT,188.101
ratio-resistenciam1,272,137612,BT,205.775
ratio-resistenciam1,273,134820,BT,267.165
ratio-resistenciam1,274,135362,BT,188.077
ratio-resistenciam1,275,140217,BT,129.913
ratio-resistenciam1,276,134242,BT,207.919
ratio-resistenciam1,277,137917,BT,424.69
ratio-resistenciam1,278,147013,BT,78.1662
ratio-resistenciam1,279,134330,BT,178.675
ratio-resistenciam1,280,139811,BT,81.4529
ratio-resistenciam1,281,139319,BT,266.92
ratio-resistenciam1,282,139323,BT,319.347
ratio-resistenciam1,283,150163,BT,165.971
ratio-resistenciam1,284,136257,BT,221.515
ratio-resistenciam1,285,136485,BT,398.993
ratio-resistenciam1,286,150689,BT,305.762
ratio-resistenciam1,287,146933,BT,170.229
ratio-resistenciam1,288,145788,BT,257.684
ratio-resistenciam1,289,145480,BT,213.702
ratio-resistenciam1,290,142638,BT,118.207
ratio-resistenciam1,291,143347,BT,134.899
ratio-resistenciam1,292,147158,BT,404.469
ratio-resistenciam1,293,147335,BT,170.566
ratio-resistenciam1,294,147819,BT,267.133
ratio-resistenciam1,295,150328,BT,234.944
ratio-resistenciam1,296,147568,BT,416.436
ratio-resistenciam1,297,143582,BT,434.859
ratio-resistenciam1,298,141775,BT,362.99
ratio-resistenciam1,299,146918,BT,193.47
ratio-resistenciam1,300,146750,BT,354.868
ratio-resistenciam1,1,546,DP,0.006002
ratio-resistenciam1,2,1519,DP,0.017291
ratio-resistenciam1,3,993,DP,0.020455
ratio-resistenciam1,4,2355,DP,0.039331
ratio-resistenciam1,5,2549,DP,0.049949
ratio-resistenciam1,6,2797,DP,0.083371
ratio-resistenciam1,7,3290,DP,0.093399
ratio-resistenciam1,8,5292,DP,0.185836
ratio-resistenciam1,9,4491,DP,0.143109
ratio-resistenciam1,10,5973,DP,0.286014
ratio-resistenciam1,11,6357,DP,0.433802
ratio-resistenciam1,12,5249,DP,0.302403
ratio-resistenciam1,13,7233,DP,0.397376
ratio-resistenciam1,14,6292,DP,0.423536
ratio-resistenciam1,15,7906,DP,0.487849
ratio-resistenciam1,16,8228,DP,0.598565
ratio-resistenciam1,17,9913,DP,0.641817
ratio-resistenciam1,18,8978,DP,0.824641
ratio-resistenciam1,19,6361,DP,0.511021
ratio-resistenciam1,20,10331,DP,0.615795
ratio-resistenciam1,21,8573,DP,0.844785
ratio-resistenciam1,22,11525,DP,1.0828
ratio-resistenciam1,23,13572,DP,1.99014
ratio-resistenciam1,24,14916,DP,1.55103
ratio-resistenciam1,25,12500,DP,1.4199
ratio-resistenciam1,26,13140,DP,1.41375
ratio-resistenciam1,27,10815,DP,1.52558
ratio-resistenciam1,28,11552,DP,1.22459
ratio-resistenciam1,29,14580,DP,1.47367
ratio-resistenciam1,30,13844,DP,1.67099
ratio-resistenciam1,31,14077,DP,1.80015
ratio-resistenciam1,32,15636,DP,1.87557
ratio-resistenciam1,33,19017,DP,2.78385
ratio-resistenciam1,34,16426,DP,2.58757
ratio-resistenciam1,35,18857,DP,2.43011
ratio-resistenciam1,36,16854,DP,2.7344
ratio-resistenciam1,37,14523,DP,2.21017
ratio-resistenciam1,38,23345,DP,4.07656
ratio-resistenciam1,39,21223,DP,3.68937
ratio-resistenciam1,40,21560,DP,2.81103
ratio-resistenciam1,41,23969,DP,3.57388
ratio-resistenciam1,42,22449,DP,3.72398
ratio-resistenciam1,43,20813,DP,3.36352
ratio-resistenciam1,44,19653,DP,4.28021
ratio-resistenciam1,45,21676,DP,3.93767
ratio-resistenciam1,46,20942,DP,3.74201
ratio-resistenciam1,47,22698,DP,4.00732
ratio-resistenciam1,48,21840,DP,4.25195
ratio-resistenciam1,49,24219,DP,5.58732
ratio-resistenciam1,50,24339,DP,5.05026
ratio-resistenciam1,51,26141,DP,5.02951
ratio-resistenciam1,52,21989,DP,4.78725
ratio-resistenciam1,53,27069,DP,6.34103
ratio-resistenciam1,54,23636,DP,4.35662
ratio-resistenciam1,55,27305,DP,5.64106
ratio-resistenciam1,56,25802,DP,5.49427
ratio-resistenciam1,57,29423,DP,6.78862
ratio-resistenciam1,58,29342,DP,4.66143
ratio-resistenciam1,59,29932,DP,6.50286
ratio-resistenciam1,60,27550,DP,6.61172
ratio-resistenciam1,61,36328,DP,7.82906
ratio-resistenciam1,62,28532,DP,6.17587
ratio-resistenciam1,63,31172,DP,7.62861
ratio-resistenciam1,64,30650,DP,11.7762
ratio-resistenciam1,65,36777,DP,9.85602
ratio-resistenciam1,66,34955,DP,7.85916
ratio-resistenciam1,67,30908,DP,8.95147
ratio-resistenciam1,68,35105,DP,8.12046
ratio-resistenciam1,69,35520,DP,9.65499
ratio-resistenciam1,70,37536,DP,11.5772
ratio-resistenciam1,71,32705,DP,9.72391
ratio-resistenciam1,72,34652,DP,9.73304
ratio-resistenciam1,73,39425,DP,11.4768
ratio-resistenciam1,74,36390,DP,8.68892
ratio-resistenciam1,75,35046,DP,9.34078
ratio-resistenciam1,76,34976,DP,11.8219
ratio-resistenciam1,77,32748,DP,9.58741
ratio-resistenciam1,78,40698,DP,9.97808
ratio-resistenciam1,79,38862,DP,12.6787
ratio-resistenciam1,80,39255,DP,11.7059
ratio-resistenciam1,81,42348,DP,13.2049
ratio-resistenciam1,82,42673,DP,11.9038
ratio-resistenciam1,83,39684,DP,12.6065
ratio-resistenciam1,84,41514,DP,12.6401
ratio-resistenciam1,85,48682,DP,13.4745
ratio-resistenciam1,86,40692,DP,11.0686
ratio-resistenciam1,87,46389,DP,14.1406
ratio-resistenciam1,88,48250,DP,14.9456
ratio-resistenciam1,89,43950,DP,10.8624
ratio-resistenciam1,90,43723,DP,14.1289
ratio-resistenciam1,91,46551,DP,14.6887
ratio-resistenciam1,92,47882,DP,17.5088
ratio-resistenciam1,93,47872,DP,18.6687
ratio-resistenciam1,94,47404,DP,15.8712
ratio-resistenciam1,95,48248,DP,16.0287
ratio-resistenciam1,96,48368,DP,16.9661
ratio-resistenciam1,97,51875,DP,16.1191
ratio-resistenciam1,98,49121,DP,15.662
ratio-resistenciam1,99,44805,DP,17.3652
ratio-resistenciam1,100,53775,DP,20.1023
ratio-resistenciam1,101,48035,DP,16.0109
ratio-resistenciam1,102,53559,DP,15.6495
ratio-resistenciam1,103,56696,DP,18.6814
ratio-resistenciam1,104,47664,DP,15.931
ratio-resistenciam1,105,50999,DP,16.9608
ratio-resistenciam1,106,54546,DP,17.771
ratio-resistenciam1,107,57390,DP,22.9719
ratio-resistenciam1,108,59787,DP,20.9812
ratio-resistenciam1,109,56678,DP,24.8676
ratio-resistenciam1,110,55445,DP,20.3511
ratio-resistenciam1,111,57116,DP,19.5117
ratio-resistenciam1,112,55337,DP,19.3781
ratio-resistenciam1,113,58792,DP,25.7334
ratio-resistenciam1,114,59174,DP,21.2168
ratio-resistenciam1,115,53838,DP,20.0969
ratio-resistenciam1,116,54251,DP,25.6166
ratio-resistenciam1,117,57449,DP,20.0472
ratio-resistenciam1,118,53753,DP,19.7524
ratio-resistenciam1,119,59918,DP,22.8667
ratio-resistenciam1,120,62351,DP,21.4556
ratio-resistenciam1,121,60975,DP,23.7198
ratio-resistenciam1,122,65496,DP,25.8093
ratio-resistenciam1,123,64570,DP,24.0121
ratio-resistenciam1,124,58877,DP,20.5842
ratio-resistenciam1,125,55539,DP,19.9641
ratio-resistenciam1,126,63958,DP,27.8128
ratio-resistenciam1,127,58720,DP,23.2633
ratio-resistenciam1,128,65585,DP,25.5671
ratio-resistenciam1,129,66277,DP,24.9237
ratio-resistenciam1,130,61670,DP,22.8213
ratio-resistenciam1,131,58317,DP,25.6828
ratio-resistenciam1,132,67247,DP,25.1984
ratio-resistenciam1,133,64991,DP,26.0762
ratio-resistenciam1,134,65380,DP,25.2584
ratio-resistenciam1,135,64625,DP,26.2474
ratio-resistenciam1,136,68178,DP,28.3788
ratio-resistenciam1,137,66443,DP,26.0296
ratio-resistenciam1,138,74021,DP,31.011
ratio-resistenciam1,139,75102,DP,25.5289
ratio-resistenciam1,140,69598,DP,31.2978
ratio-resistenciam1,141,71868,DP,25.7046
ratio-resistenciam1,142,59695,DP,27.6888
ratio-resistenciam1,143,74493,DP,24.3144
ratio-resistenciam1,144,69546,DP,25.2551
ratio-resistenciam1,145,67857,DP,25.2471
ratio-resistenciam1,146,72846,DP,32.5523
ratio-resistenciam1,147,70202,DP,28.589
ratio-resistenciam1,148,69974,DP,30.9184
ratio-resistenciam1,149,71455,DP,34.0364
ratio-resistenciam1,150,70292,DP,37.3487
ratio-resistenciam1,151,73258,DP,35.3644
ratio-resistenciam1,152,78540,DP,34.1163
ratio-resistenciam1,153,75730,DP,33.6606
ratio-resistenciam1,154,78910,DP,33.387
ratio-resistenciam1,155,78033,DP,39.4517
ratio-resistenciam1,156,76955,DP,33.855
ratio-resistenciam1,157,82421,DP,36.0132
ratio-resistenciam1,158,81044,DP,37.9581
ratio-resistenciam1,159,77890,DP,32.9815
ratio-resistenciam1,160,76776,DP,32.1738
ratio-resistenciam1,161,84115,DP,34.7588
ratio-resistenciam1,162,78991,DP,37.2244
ratio-resistenciam1,163,73848,DP,28.7677
ratio-resistenciam1,164,83994,DP,37.0786
ratio-resistenciam1,165,84987,DP,40.9995
ratio-resistenciam1,166,84815,DP,35.559
ratio-resistenciam1,167,84622,DP,37.612
ratio-resistenciam1,168,85387,DP,41.1264
ratio-resistenciam1,169,84161,DP,40.0543
ratio-resistenciam1,170,82030,DP,41.2476
ratio-resistenciam1,171,84449,DP,40.1194
ratio-resistenciam1,172,92007,DP,38.1848
ratio-resistenciam1,173,85353,DP,43.0908
ratio-resistenciam1,174,90146,DP,39.7351
ratio-resistenciam1,175,92342,DP,48.3041
ratio-resistenciam1,176,88344,DP,39.0516
ratio-resistenciam1,177,87836,DP,42.8599
ratio-resistenciam1,178,86727,DP,43.1799
ratio-resistenciam1,179,88387,DP,43.4332
ratio-resistenciam1,180,89173,DP,45.7926
ratio-resistenciam1,181,99859,DP,44.4344
ratio-resistenciam1,182,94938,DP,40.4186
ratio-resistenciam1,183,94116,DP,45.8549
ratio-resistenciam1,184,90928,DP,48.3255
ratio-resistenciam1,185,90793,DP,50.9416
ratio-resistenciam1,186,87479,DP,44.9916
ratio-resistenciam1,187,93617,DP,40.6968
ratio-resistenciam1,188,89381,DP,42.0618
ratio-resistenciam1,189,95234,DP,46.8122
ratio-resistenciam1,190,95059,DP,49.8766
ratio-resistenciam1,191,90840,DP,48.4076
ratio-resistenciam1,192,97625,DP,46.6292
ratio-resistenciam1,193,95975,DP,47.3185
ratio-resistenciam1,194,96849,DP,47.4219
ratio-resistenciam1,195,89741,DP,49.0146
ratio-resistenciam1,196,100747,DP,50.8587
ratio-resistenciam1,197,107785,DP,55.3038
ratio-resistenciam1,198,98804,DP,45.1007
ratio-resistenciam1,199,100312,DP,40.2715
ratio-resistenciam1,200,102155,DP,43.0025
ratio-resistenciam1,201,95340,DP,47.264
ratio-resistenciam1,202,100057,DP,46.8325
ratio-resistenciam1,203,97046,DP,44.566
ratio-resistenciam1,204,100742,DP,41.8566
ratio-resistenciam1,205,104119,DP,49.8366
ratio-resistenciam1,206,103878,DP,51.2671
ratio-resistenciam1,207,107056,DP,54.3151
ratio-resistenciam1,208,99465,DP,52.3378
ratio-resistenciam1,209,102539,DP,52.4921
ratio-resistenciam1,210,102905,DP,52.4718
ratio-resistenciam1,211,107079,DP,57.9979
ratio-resistenciam1,212,109531,DP,56.8321
ratio-resistenciam1,213,106383,DP,59.0637
ratio-resistenciam1,214,107806,DP,62.9641
ratio-resistenciam1,215,110052,DP,59.3688
ratio-resistenciam1,216,104592,DP,50.0047
ratio-resistenciam1,217,108369,DP,53.0347
ratio-resistenciam1,218,118133,DP,55.3472
ratio-resistenciam1,219,113156,DP,57.9156
ratio-resistenciam1,220,104076,DP,53.0447
ratio-resistenciam1,221,114559,DP,61.1098
ratio-resistenciam1,222,116605,DP,62.0164
ratio-resistenciam1,223,104719,DP,51.069
ratio-resistenciam1,224,115766,DP,50.8055
ratio-resistenciam1,225,117118,DP,57.9755
ratio-resistenciam1,226,110930,DP,53.7269
ratio-resistenciam1,227,113487,DP,62.4447
ratio-resistenciam1,228,112069,DP,59.5135
ratio-resistenciam1,229,111535,DP,57.4353
ratio-resistenciam1,230,112163,DP,66.5565
ratio-resistenciam1,231,105345,DP,63.4976
ratio-resistenciam1,232,114112,DP,60.8305
ratio-resistenciam1,233,113418,DP,68.5184
ratio-resistenciam1,234,119130,DP,63.642
ratio-resistenciam1,235,114733,DP,62.6736
ratio-resistenciam1,236,111967,DP,65.8041
ratio-resistenciam1,237,121538,DP,68.242
ratio-resistenciam1,238,116314,DP,68.204
ratio-resistenciam1,239,120116,DP,70.6595
ratio-resistenciam1,240,126599,DP,71.8023
ratio-resistenciam1,241,125907,DP,66.0858
ratio-resistenciam1,242,123393,DP,70.1069
ratio-resistenciam1,243,123244,DP,59.1901
ratio-resistenciam1,244,116473,DP,74.5946
ratio-resistenciam1,245,119100,DP,78.8446
ratio-resistenciam1,246,130563,DP,79.9453
ratio-resistenciam1,247,126281,DP,70.5508
ratio-resistenciam1,248,119849,DP,67.7118
ratio-resistenciam1,249,127449,DP,64.2553
ratio-resistenciam1,250,124038,DP,66.0225
ratio-resistenciam1,251,130451,DP,73.5837
ratio-resistenciam1,252,131489,DP,68.7391
ratio-resistenciam1,253,130170,DP,74.7005
ratio-resistenciam1,254,123584,DP,61.0453
ratio-resistenciam1,255,119962,DP,66.3593
ratio-resistenciam1,256,134654,DP,72.7577
ratio-resistenciam1,257,131156,DP,67.9339
ratio-resistenciam1,258,134618,DP,86.7805
ratio-resistenciam1,259,134601,DP,73.9323
ratio-resistenciam1,260,136044,DP,80.7751
ratio-resistenciam1,261,122852,DP,63.8552
ratio-resistenciam1,262,137195,DP,72.3859
ratio-resistenciam1,263,124986,DP,69.9544
ratio-resistenciam1,264,126772,DP,65.5851
ratio-resistenciam1,265,140084,DP,81.7804
ratio-resistenciam1,266,134639,DP,78.9878
ratio-resistenciam1,267,128561,DP,78.3563
ratio-resistenciam1,268,137280,DP,73.4126
ratio-resistenciam1,269,133231,DP,78.7554
ratio-resistenciam1,270,144991,DP,85.3835
ratio-resistenciam1,271,130791,DP,77.0963
ratio-resistenciam1,272,137612,DP,82.812
ratio-resistenciam1,273,134820,DP,66.5421
ratio-resistenciam1,274,135362,DP,81.5692
ratio-resistenciam1,275,140217,DP,81.3841
ratio-resistenciam1,276,134242,DP,77.9524
ratio-resistenciam1,277,137917,DP,80.592
ratio-resistenciam1,278,147013,DP,88.5019
ratio-resistenciam1,279,134330,DP,80.4026
ratio-resistenciam1,280,139811,DP,85.6613
ratio-resistenciam1,281,139319,DP,83.1945
ratio-resistenciam1,282,139323,DP,82.859
ratio-resistenciam1,283,150163,DP,85.9029
ratio-resistenciam1,284,136257,DP,82.8824
ratio-resistenciam1,285,136485,DP,79.5394
