dataset,n,R,metodo,tiempo
ratio-resistenciam1,91,46551,BT-F,1.88396
ratio-resistenciam1,92,47882,BT-F,4.09713
ratio-resistenciam1,93,47872,BT-F,2.51847
ratio-resistenciam1,94,47404,BT-F,2.64532
ratio-resistenciam1,95,48248,BT-F,1.87317
ratio-resistenciam1,96,48368,BT-F,2.32012
ratio-resistenciam1,97,51875,BT-F,3.34229
ratio-resistenciam1,98,49121,BT-F,3.32078
ratio-resistenciam1,99,44805,BT-F,2.92489
ratio-resistenciam1,100,53775,BT-F,2.77024
ratio-resistenciam1,101,48035,BT-F,3.93864
ratio-resistenciam1,102,53559,BT-F,4.58656
ratio-resistenciam1,103,56696,BT-F,1.78526
ratio-resistenciam1,104,47664,BT-F,8.29793
ratio-resistenciam1,105,50999,BT-F,5.43772
ratio-resistenciam1,106,54546,BT-F,6.88475
ratio-resistenciam1,107,57390,BT-F,5.2347
ratio-resistenciam1,108,59787,BT-F,4.51357
ratio-resistenciam1,109,56678,BT-F,4.79694
ratio-resistenciam1,110,55445,BT-F,7.30825
ratio-resistenciam1,111,57116,BT-F,5.1295
ratio-resistenciam1,112,55337,BT-F,7.21224
ratio-resistenciam1,113,58792,BT-F,3.00826
ratio-resistenciam1,114,59174,BT-F,5.87705
ratio-resistenciam1,115,53838,BT-F,10.3714
ratio-resistenciam1,116,54251,BT-F,7.471
ratio-resistenciam1,117,57449,BT-F,5.349
ratio-resistenciam1,118,53753,BT-F,10.1768
ratio-resistenciam1,119,59918,BT-F,8.15022
ratio-resistenciam1,120,62351,BT-F,4.4012
ratio-resistenciam1,121,60975,BT-F,7.71246
ratio-resistenciam1,122,65496,BT-F,7.65283
ratio-resistenciam1,123,64570,BT-F,10.8084
ratio-resistenciam1,124,58877,BT-F,8.74583
ratio-resistenciam1,125,55539,BT-F,16.0877
ratio-resistenciam1,126,63958,BT-F,8.32895
ratio-resistenciam1,127,58720,BT-F,14.0664
ratio-resistenciam1,128,65585,BT-F,6.22018
ratio-resistenciam1,129,66277,BT-F,5.68211
ratio-resistenciam1,130,61670,BT-F,10.0159
ratio-resistenciam1,131,58317,BT-F,16.7876
ratio-resistenciam1,132,67247,BT-F,6.04266
ratio-resistenciam1,133,64991,BT-F,7.45912
ratio-resistenciam1,134,65380,BT-F,15.0749
ratio-resistenciam1,135,64625,BT-F,18.7511
ratio-resistenciam1,136,68178,BT-F,11.5381
ratio-resistenciam1,137,66443,BT-F,9.2544
ratio-resistenciam1,138,74021,BT-F,17.0355
ratio-resistenciam1,139,75102,BT-F,6.11643
ratio-resistenciam1,140,69598,BT-F,7.65546
ratio-resistenciam1,141,71868,BT-F,12.1007
ratio-resistenciam1,142,59695,BT-F,28.8901
ratio-resistenciam1,143,74493,BT-F,8.91515
ratio-resistenciam1,144,69546,BT-F,19.4955
ratio-resistenciam1,145,67857,BT-F,16.2291
ratio-resistenciam1,146,72846,BT-F,19.3391
ratio-resistenciam1,147,70202,BT-F,15.7538
ratio-resistenciam1,148,69974,BT-F,11.3286
ratio-resistenciam1,149,71455,BT-F,10.1195
ratio-resistenciam1,150,70292,BT-F,24.9768
ratio-resistenciam1,151,73258,BT-F,21.7373
ratio-resistenciam1,152,78540,BT-F,10.8452
ratio-resistenciam1,153,75730,BT-F,18.1691
ratio-resistenciam1,154,78910,BT-F,11.6761
ratio-resistenciam1,155,78033,BT-F,20.9723
ratio-resistenciam1,156,76955,BT-F,24.0749
ratio-resistenciam1,157,82421,BT-F,16.7986
ratio-resistenciam1,158,81044,BT-F,24.3059
ratio-resistenciam1,159,77890,BT-F,32.9422
ratio-resistenciam1,160,76776,BT-F,31.5876
ratio-resistenciam1,161,84115,BT-F,10.4696
ratio-resistenciam1,162,78991,BT-F,37.4511
ratio-resistenciam1,163,73848,BT-F,18.8905
ratio-resistenciam1,164,83994,BT-F,15.5475
ratio-resistenciam1,165,84987,BT-F,20.2789
ratio-resistenciam1,166,84815,BT-F,24.625
ratio-resistenciam1,167,84622,BT-F,14.9405
ratio-resistenciam1,168,85387,BT-F,28.9666
ratio-resistenciam1,169,84161,BT-F,17.0964
ratio-resistenciam1,170,82030,BT-F,15.7234
ratio-resistenciam1,171,84449,BT-F,37.8714
ratio-resistenciam1,172,92007,BT-F,20.2671
ratio-resistenciam1,173,85353,BT-F,48.7894
ratio-resistenciam1,174,90146,BT-F,15.7703
ratio-resistenciam1,175,92342,BT-F,14.0354
ratio-resistenciam1,176,88344,BT-F,26.4582
ratio-resistenciam1,177,87836,BT-F,21.4707
ratio-resistenciam1,178,86727,BT-F,20.1357
ratio-resistenciam1,179,88387,BT-F,26.1103
ratio-resistenciam1,180,89173,BT-F,20.5879
ratio-resistenciam1,181,99859,BT-F,16.8645
ratio-resistenciam1,182,94938,BT-F,29.0726
ratio-resistenciam1,183,94116,BT-F,16.9702
ratio-resistenciam1,184,90928,BT-F,31.3689
ratio-resistenciam1,185,90793,BT-F,26.6404
ratio-resistenciam1,186,87479,BT-F,39.0146
ratio-resistenciam1,187,93617,BT-F,40.6331
ratio-resistenciam1,188,89381,BT-F,42.6723
ratio-resistenciam1,189,95234,BT-F,30.2319
ratio-resistenciam1,190,95059,BT-F,38.6283
ratio-resistenciam1,191,90840,BT-F,30.5194
ratio-resistenciam1,192,97625,BT-F,38.7269
ratio-resistenciam1,193,95975,BT-F,26.6931
ratio-resistenciam1,194,96849,BT-F,64.4306
ratio-resistenciam1,195,89741,BT-F,60.2949
ratio-resistenciam1,196,100747,BT-F,32.2214
ratio-resistenciam1,197,107785,BT-F,28.3126
ratio-resistenciam1,198,98804,BT-F,40.7863
ratio-resistenciam1,199,100312,BT-F,33.27
ratio-resistenciam1,200,102155,BT-F,34.2863
ratio-resistenciam1,201,95340,BT-F,55.7901
ratio-resistenciam1,202,100057,BT-F,37.6157
ratio-resistenciam1,203,97046,BT-F,55.1704
ratio-resistenciam1,204,100742,BT-F,35.5025
ratio-resistenciam1,205,104119,BT-F,58.1505
ratio-resistenciam1,206,103878,BT-F,31.2279
ratio-resistenciam1,207,107056,BT-F,77.9392
ratio-resistenciam1,208,99465,BT-F,36.9163
ratio-resistenciam1,209,102539,BT-F,91.1213
ratio-resistenciam1,210,102905,BT-F,47.1592
ratio-resistenciam1,211,107079,BT-F,59.1829
ratio-resistenciam1,212,109531,BT-F,32.7372
ratio-resistenciam1,213,106383,BT-F,42.5555
ratio-resistenciam1,214,107806,BT-F,65.4364
ratio-resistenciam1,215,110052,BT-F,45.1742
ratio-resistenciam1,216,104592,BT-F,72.81
ratio-resistenciam1,217,108369,BT-F,70.2226
ratio-resistenciam1,218,118133,BT-F,26.6906
ratio-resistenciam1,219,113156,BT-F,50.0479
ratio-resistenciam1,220,104076,BT-F,52.3781
ratio-resistenciam1,221,114559,BT-F,74.6671
ratio-resistenciam1,222,116605,BT-F,79.5873
ratio-resistenciam1,223,104719,BT-F,86.1551
ratio-resistenciam1,224,115766,BT-F,60.2187
ratio-resistenciam1,225,117118,BT-F,129.352
ratio-resistenciam1,226,110930,BT-F,44.716
ratio-resistenciam1,227,113487,BT-F,77.7939
ratio-resistenciam1,228,112069,BT-F,67.5935
ratio-resistenciam1,229,111535,BT-F,137.945
ratio-resistenciam1,230,112163,BT-F,131.84
ratio-resistenciam1,231,105345,BT-F,145.772
ratio-resistenciam1,232,114112,BT-F,72.5519
ratio-resistenciam1,233,113418,BT-F,78.6061
ratio-resistenciam1,234,119130,BT-F,65.6265
ratio-resistenciam1,235,114733,BT-F,65.2124
ratio-resistenciam1,236,111967,BT-F,76.0479
ratio-resistenciam1,237,121538,BT-F,67.2366
ratio-resistenciam1,238,116314,BT-F,142.815
ratio-resistenciam1,239,120116,BT-F,108.939
ratio-resistenciam1,240,126599,BT-F,60.2751
ratio-resistenciam1,241,125907,BT-F,70.0579
ratio-resistenciam1,242,123393,BT-F,63.2154
ratio-resistenciam1,243,123244,BT-F,74.2841
ratio-resistenciam1,244,116473,BT-F,125.714
ratio-resistenciam1,245,119100,BT-F,96.5007
ratio-resistenciam1,246,130563,BT-F,73.3535
ratio-resistenciam1,247,126281,BT-F,68.2928
ratio-resistenciam1,248,119849,BT-F,186.827
ratio-resistenciam1,249,127449,BT-F,123.125
ratio-resistenciam1,250,124038,BT-F,75.1635
ratio-resistenciam1,251,130451,BT-F,100.948
ratio-resistenciam1,252,131489,BT-F,87.396
ratio-resistenciam1,253,130170,BT-F,71.3411
ratio-resistenciam1,254,123584,BT-F,133.574
ratio-resistenciam1,255,119962,BT-F,239.202
ratio-resistenciam1,256,134654,BT-F,74.4937
ratio-resistenciam1,257,131156,BT-F,133.934
ratio-resistenciam1,258,134618,BT-F,194.716
ratio-resistenciam1,259,134601,BT-F,158.495
ratio-resistenciam1,260,136044,BT-F,157.526
ratio-resistenciam1,261,122852,BT-F,105.607
ratio-resistenciam1,262,137195,BT-F,76.88
ratio-resistenciam1,263,124986,BT-F,263.969
ratio-resistenciam1,264,126772,BT-F,169.644
ratio-resistenciam1,265,140084,BT-F,157.175
ratio-resistenciam1,266,134639,BT-F,106.237
ratio-resistenciam1,267,128561,BT-F,95.391
ratio-resistenciam1,268,137280,BT-F,110.349
ratio-resistenciam1,269,133231,BT-F,106.191
ratio-resistenciam1,270,144991,BT-F,70.0696
ratio-resistenciam1,271,130791,BT-F,186.836
ratio-resistenciam1,272,137612,BT-F,195.636
ratio-resistenciam1,273,134820,BT-F,260.025
ratio-resistenciam1,274,135362,BT-F,175.375
ratio-resistenciam1,275,140217,BT-F,118.42
ratio-resistenciam1,276,134242,BT-F,190.313
ratio-resistenciam1,277,137917,BT-F,381.85
ratio-resistenciam1,278,147013,BT-F,67.2599
ratio-resistenciam1,279,134330,BT-F,165.653
ratio-resistenciam1,280,139811,BT-F,76.2247
ratio-resistenciam1,281,139319,BT-F,238.501
ratio-resistenciam1,282,139323,BT-F,299.411
ratio-resistenciam1,283,150163,BT-F,150.886
ratio-resistenciam1,284,136257,BT-F,204.717
ratio-resistenciam1,285,136485,BT-F,364.683
ratio-resistenciam1,286,150689,BT-F,267.223
ratio-resistenciam1,287,146933,BT-F,151.951
ratio-resistenciam1,288,145788,BT-F,235.569
ratio-resistenciam1,289,145480,BT-F,200.294
ratio-resistenciam1,290,142638,BT-F,104.574
ratio-resistenciam1,291,143347,BT-F,122.208
ratio-resistenciam1,292,147158,BT-F,363.835
ratio-resistenciam1,293,147335,BT-F,148.031
ratio-resistenciam1,294,147819,BT-F,232.014
ratio-resistenciam1,295,150328,BT-F,204.251
ratio-resistenciam1,296,147568,BT-F,352.942
ratio-resistenciam1,297,143582,BT-F,397.885
ratio-resistenciam1,298,141775,BT-F,306.525
ratio-resistenciam1,299,146918,BT-F,166.073
ratio-resistenciam1,300,146750,BT-F,318.846
