dataset,n,R,metodo,tiempo
mejor-caso-BT-F,8,1,BT-F,0.001083
mejor-caso-BT-F,9,1,BT-F,0.001033
mejor-caso-BT-F,10,1,BT-F,0.001012
mejor-caso-BT-F,11,1,BT-F,0.001381
mejor-caso-BT-F,12,1,BT-F,0.001375
mejor-caso-BT-F,13,1,BT-F,0.001754
mejor-caso-BT-F,14,1,BT-F,0.00194
mejor-caso-BT-F,15,1,BT-F,0.001637
mejor-caso-BT-F,16,1,BT-F,0.00183
mejor-caso-BT-F,17,1,BT-F,0.001718
mejor-caso-BT-F,18,1,BT-F,0.001475
mejor-caso-BT-F,19,1,BT-F,0.001928
mejor-caso-BT-F,20,1,BT-F,0.001918
mejor-caso-BT-F,21,1,BT-F,0.001878
mejor-caso-BT-F,22,1,BT-F,0.001388
mejor-caso-BT-F,23,1,BT-F,0.002196
mejor-caso-BT-F,24,1,BT-F,0.001764
mejor-caso-BT-F,25,1,BT-F,0.002263
mejor-caso-BT-F,26,1,BT-F,0.002097
mejor-caso-BT-F,27,1,BT-F,0.003219
mejor-caso-BT-F,28,1,BT-F,0.002389
mejor-caso-BT-F,29,1,BT-F,0.003465
mejor-caso-BT-F,30,1,BT-F,0.002555
mejor-caso-BT-F,31,1,BT-F,0.003678
mejor-caso-BT-F,32,1,BT-F,0.002434
mejor-caso-BT-F,33,1,BT-F,0.003002
mejor-caso-BT-F,34,1,BT-F,0.002762
mejor-caso-BT-F,35,1,BT-F,0.002172
mejor-caso-BT-F,36,1,BT-F,0.002896
mejor-caso-BT-F,37,1,BT-F,0.002971
mejor-caso-BT-F,38,1,BT-F,0.003023
mejor-caso-BT-F,39,1,BT-F,0.00268
mejor-caso-BT-F,40,1,BT-F,0.004649
mejor-caso-BT-F,41,1,BT-F,0.002841
mejor-caso-BT-F,42,1,BT-F,0.001833
mejor-caso-BT-F,43,1,BT-F,0.00263
mejor-caso-BT-F,44,1,BT-F,0.002317
mejor-caso-BT-F,45,1,BT-F,0.005169
mejor-caso-BT-F,46,1,BT-F,0.003296
mejor-caso-BT-F,47,1,BT-F,0.00262
mejor-caso-BT-F,48,1,BT-F,0.002192
mejor-caso-BT-F,49,1,BT-F,0.003805
mejor-caso-BT-F,50,1,BT-F,0.003828
mejor-caso-BT-F,51,1,BT-F,0.007547
mejor-caso-BT-F,52,1,BT-F,0.004763
mejor-caso-BT-F,53,1,BT-F,0.003694
mejor-caso-BT-F,54,1,BT-F,0.006769
mejor-caso-BT-F,55,1,BT-F,0.00368
mejor-caso-BT-F,56,1,BT-F,0.003481
mejor-caso-BT-F,57,1,BT-F,0.004972
mejor-caso-BT-F,58,1,BT-F,0.00425
mejor-caso-BT-F,59,1,BT-F,0.011452
mejor-caso-BT-F,60,1,BT-F,0.007529
mejor-caso-BT-F,61,1,BT-F,0.00711
mejor-caso-BT-F,62,1,BT-F,0.006671
mejor-caso-BT-F,63,1,BT-F,0.006379
mejor-caso-BT-F,64,1,BT-F,0.006914
mejor-caso-BT-F,65,1,BT-F,0.006005
mejor-caso-BT-F,66,1,BT-F,0.006936
mejor-caso-BT-F,67,1,BT-F,0.004605
mejor-caso-BT-F,68,1,BT-F,0.006656
mejor-caso-BT-F,69,1,BT-F,0.004985
mejor-caso-BT-F,70,1,BT-F,0.00692
mejor-caso-BT-F,71,1,BT-F,0.007157
mejor-caso-BT-F,72,1,BT-F,0.004241
mejor-caso-BT-F,73,1,BT-F,0.006975
mejor-caso-BT-F,74,1,BT-F,0.006494
mejor-caso-BT-F,75,1,BT-F,0.005065
mejor-caso-BT-F,76,1,BT-F,0.006254
mejor-caso-BT-F,77,1,BT-F,0.007493
mejor-caso-BT-F,78,1,BT-F,0.007408
mejor-caso-BT-F,79,1,BT-F,0.006624
mejor-caso-BT-F,80,1,BT-F,0.007947
mejor-caso-BT-F,81,1,BT-F,0.007698
mejor-caso-BT-F,82,1,BT-F,0.007376
mejor-caso-BT-F,83,1,BT-F,0.007183
mejor-caso-BT-F,84,1,BT-F,0.004541
mejor-caso-BT-F,85,1,BT-F,0.007486
mejor-caso-BT-F,86,1,BT-F,0.006567
mejor-caso-BT-F,87,1,BT-F,0.01087
mejor-caso-BT-F,88,1,BT-F,0.012221
mejor-caso-BT-F,89,1,BT-F,0.007989
mejor-caso-BT-F,90,1,BT-F,0.008869
mejor-caso-BT-F,91,1,BT-F,0.00851
mejor-caso-BT-F,92,1,BT-F,0.008066
mejor-caso-BT-F,93,1,BT-F,0.007605
mejor-caso-BT-F,94,1,BT-F,0.008794
mejor-caso-BT-F,95,1,BT-F,0.013044
mejor-caso-BT-F,96,1,BT-F,0.015413
mejor-caso-BT-F,97,1,BT-F,0.009907
mejor-caso-BT-F,98,1,BT-F,0.007962
mejor-caso-BT-F,99,1,BT-F,0.008667
mejor-caso-BT-F,100,1,BT-F,0.008709
mejor-caso-BT-F,101,1,BT-F,0.009092
mejor-caso-BT-F,102,1,BT-F,0.007072
mejor-caso-BT-F,103,1,BT-F,0.009213
mejor-caso-BT-F,104,1,BT-F,0.01255
mejor-caso-BT-F,105,1,BT-F,0.011281
mejor-caso-BT-F,106,1,BT-F,0.011722
mejor-caso-BT-F,107,1,BT-F,0.009587
mejor-caso-BT-F,108,1,BT-F,0.009112
mejor-caso-BT-F,109,1,BT-F,0.008002
mejor-caso-BT-F,110,1,BT-F,0.009696
mejor-caso-BT-F,111,1,BT-F,0.008334
mejor-caso-BT-F,112,1,BT-F,0.00812
mejor-caso-BT-F,113,1,BT-F,0.011544
mejor-caso-BT-F,114,1,BT-F,0.010682
mejor-caso-BT-F,115,1,BT-F,0.010636
mejor-caso-BT-F,116,1,BT-F,0.00998
mejor-caso-BT-F,117,1,BT-F,0.011653
mejor-caso-BT-F,118,1,BT-F,0.010924
mejor-caso-BT-F,119,1,BT-F,0.01197
mejor-caso-BT-F,120,1,BT-F,0.008581
mejor-caso-BT-F,121,1,BT-F,0.014316
mejor-caso-BT-F,122,1,BT-F,0.012965
mejor-caso-BT-F,123,1,BT-F,0.011898
mejor-caso-BT-F,124,1,BT-F,0.012036
mejor-caso-BT-F,125,1,BT-F,0.01043
mejor-caso-BT-F,126,1,BT-F,0.01061
mejor-caso-BT-F,127,1,BT-F,0.007256
mejor-caso-BT-F,128,1,BT-F,0.010868
mejor-caso-BT-F,129,1,BT-F,0.012465
mejor-caso-BT-F,130,1,BT-F,0.014469
mejor-caso-BT-F,131,1,BT-F,0.013369
mejor-caso-BT-F,132,1,BT-F,0.011387
mejor-caso-BT-F,133,1,BT-F,0.012246
mejor-caso-BT-F,134,1,BT-F,0.00732
mejor-caso-BT-F,135,1,BT-F,0.015425
mejor-caso-BT-F,136,1,BT-F,0.011369
mejor-caso-BT-F,137,1,BT-F,0.010752
mejor-caso-BT-F,138,1,BT-F,0.008944
mejor-caso-BT-F,139,1,BT-F,0.010984
mejor-caso-BT-F,140,1,BT-F,0.012726
mejor-caso-BT-F,141,1,BT-F,0.012815
mejor-caso-BT-F,142,1,BT-F,0.011536
mejor-caso-BT-F,143,1,BT-F,0.014394
mejor-caso-BT-F,144,1,BT-F,0.011318
mejor-caso-BT-F,145,1,BT-F,0.012931
mejor-caso-BT-F,146,1,BT-F,0.01307
mejor-caso-BT-F,147,1,BT-F,0.015291
mejor-caso-BT-F,148,1,BT-F,0.010077
mejor-caso-BT-F,149,1,BT-F,0.015337
mejor-caso-BT-F,150,1,BT-F,0.012437
mejor-caso-BT-F,151,1,BT-F,0.013077
mejor-caso-BT-F,152,1,BT-F,0.012262
mejor-caso-BT-F,153,1,BT-F,0.010744
mejor-caso-BT-F,154,1,BT-F,0.014161
mejor-caso-BT-F,155,1,BT-F,0.01199
mejor-caso-BT-F,156,1,BT-F,0.017538
mejor-caso-BT-F,157,1,BT-F,0.018885
mejor-caso-BT-F,158,1,BT-F,0.016362
mejor-caso-BT-F,159,1,BT-F,0.01541
mejor-caso-BT-F,160,1,BT-F,0.014403
mejor-caso-BT-F,161,1,BT-F,0.015734
mejor-caso-BT-F,162,1,BT-F,0.01526
mejor-caso-BT-F,163,1,BT-F,0.013331
mejor-caso-BT-F,164,1,BT-F,0.013547
mejor-caso-BT-F,165,1,BT-F,0.014549
mejor-caso-BT-F,166,1,BT-F,0.014448
mejor-caso-BT-F,167,1,BT-F,0.015645
mejor-caso-BT-F,168,1,BT-F,0.01591
mejor-caso-BT-F,169,1,BT-F,0.014608
mejor-caso-BT-F,170,1,BT-F,0.012691
mejor-caso-BT-F,171,1,BT-F,0.012788
mejor-caso-BT-F,172,1,BT-F,0.01349
mejor-caso-BT-F,173,1,BT-F,0.015306
mejor-caso-BT-F,174,1,BT-F,0.015383
mejor-caso-BT-F,175,1,BT-F,0.014434
mejor-caso-BT-F,176,1,BT-F,0.013288
mejor-caso-BT-F,177,1,BT-F,0.010804
mejor-caso-BT-F,178,1,BT-F,0.018284
mejor-caso-BT-F,179,1,BT-F,0.017839
mejor-caso-BT-F,180,1,BT-F,0.015414
mejor-caso-BT-F,181,1,BT-F,0.015823
mejor-caso-BT-F,182,1,BT-F,0.015287
mejor-caso-BT-F,183,1,BT-F,0.014441
mejor-caso-BT-F,184,1,BT-F,0.018987
mejor-caso-BT-F,185,1,BT-F,0.015999
mejor-caso-BT-F,186,1,BT-F,0.010441
mejor-caso-BT-F,187,1,BT-F,0.014559
mejor-caso-BT-F,188,1,BT-F,0.010444
mejor-caso-BT-F,189,1,BT-F,0.014476
mejor-caso-BT-F,190,1,BT-F,0.017917
mejor-caso-BT-F,191,1,BT-F,0.015246
mejor-caso-BT-F,192,1,BT-F,0.017241
mejor-caso-BT-F,193,1,BT-F,0.020035
mejor-caso-BT-F,194,1,BT-F,0.017688
mejor-caso-BT-F,195,1,BT-F,0.011691
mejor-caso-BT-F,196,1,BT-F,0.014976
mejor-caso-BT-F,197,1,BT-F,0.015859
mejor-caso-BT-F,198,1,BT-F,0.011748
mejor-caso-BT-F,199,1,BT-F,0.011188
mejor-caso-BT-F,200,1,BT-F,0.015727
peor-caso-BT-F,1,1,BT-F,0.00103
peor-caso-BT-F,2,3,BT-F,0.001341
peor-caso-BT-F,3,6,BT-F,0.001362
peor-caso-BT-F,4,10,BT-F,0.001602
peor-caso-BT-F,5,15,BT-F,0.002456
peor-caso-BT-F,6,21,BT-F,0.003878
peor-caso-BT-F,7,28,BT-F,0.006092
peor-caso-BT-F,8,36,BT-F,0.007813
peor-caso-BT-F,9,45,BT-F,0.0204
peor-caso-BT-F,10,55,BT-F,0.041803
peor-caso-BT-F,11,66,BT-F,0.067511
peor-caso-BT-F,12,78,BT-F,0.130783
peor-caso-BT-F,13,91,BT-F,0.232374
peor-caso-BT-F,14,105,BT-F,0.565839
peor-caso-BT-F,15,120,BT-F,0.934999
peor-caso-BT-F,16,136,BT-F,2.0172
peor-caso-BT-F,17,153,BT-F,3.67181
peor-caso-BT-F,18,171,BT-F,8.11205
peor-caso-BT-F,19,190,BT-F,17.7901
peor-caso-BT-F,20,210,BT-F,26.4633
peor-caso-BT-F,21,231,BT-F,45.2567
peor-caso-BT-F,22,253,BT-F,78.7306
peor-caso-BT-F,23,276,BT-F,152.36
peor-caso-BT-F,24,300,BT-F,310.927
peor-caso-BT-F,25,325,BT-F,615.74
peor-caso-BT-F,26,351,BT-F,1272.62
peor-caso-BT-F,27,378,BT-F,2592.4
peor-caso-BT-F,28,406,BT-F,5178.51
peor-caso-BT-F,29,435,BT-F,10382.0
peor-caso-BT-F,30,465,BT-F,20939.8
ratio-resistenciam1,1,813,BT-F,0.001103
ratio-resistenciam1,2,706,BT-F,0.001254
ratio-resistenciam1,3,1829,BT-F,0.001449
ratio-resistenciam1,4,1859,BT-F,0.001324
ratio-resistenciam1,5,2699,BT-F,0.001648
ratio-resistenciam1,6,1728,BT-F,0.001603
ratio-resistenciam1,7,3215,BT-F,0.003161
ratio-resistenciam1,8,3449,BT-F,0.002565
ratio-resistenciam1,9,3809,BT-F,0.003758
ratio-resistenciam1,10,4488,BT-F,0.004298
ratio-resistenciam1,11,7600,BT-F,0.004689
ratio-resistenciam1,12,6082,BT-F,0.007595
ratio-resistenciam1,13,5768,BT-F,0.005211
ratio-resistenciam1,14,7952,BT-F,0.007079
ratio-resistenciam1,15,7749,BT-F,0.013372
ratio-resistenciam1,16,8170,BT-F,0.011212
ratio-resistenciam1,17,8325,BT-F,0.014051
ratio-resistenciam1,18,7971,BT-F,0.021726
ratio-resistenciam1,19,11044,BT-F,0.019617
ratio-resistenciam1,20,11784,BT-F,0.01266
ratio-resistenciam1,21,12899,BT-F,0.019831
ratio-resistenciam1,22,10262,BT-F,0.03256
ratio-resistenciam1,23,8384,BT-F,0.060251
ratio-resistenciam1,24,11629,BT-F,0.025963
ratio-resistenciam1,25,12580,BT-F,0.053652
ratio-resistenciam1,26,13532,BT-F,0.021827
ratio-resistenciam1,27,12473,BT-F,0.054816
ratio-resistenciam1,28,15733,BT-F,0.080134
ratio-resistenciam1,29,13695,BT-F,0.066739
ratio-resistenciam1,30,14135,BT-F,0.059304
ratio-resistenciam1,31,14874,BT-F,0.083038
ratio-resistenciam1,32,19098,BT-F,0.063676
ratio-resistenciam1,33,17662,BT-F,0.0895
ratio-resistenciam1,34,17271,BT-F,0.054159
ratio-resistenciam1,35,15896,BT-F,0.139662
ratio-resistenciam1,36,20561,BT-F,0.106805
ratio-resistenciam1,37,20216,BT-F,0.133224
ratio-resistenciam1,38,19013,BT-F,0.164627
ratio-resistenciam1,39,19349,BT-F,0.184338
ratio-resistenciam1,40,19451,BT-F,0.169454
ratio-resistenciam1,41,20548,BT-F,0.081456
ratio-resistenciam1,42,21423,BT-F,0.277921
ratio-resistenciam1,43,24896,BT-F,0.100696
ratio-resistenciam1,44,21557,BT-F,0.147139
ratio-resistenciam1,45,23606,BT-F,0.235748
ratio-resistenciam1,46,22811,BT-F,0.179338
ratio-resistenciam1,47,24579,BT-F,0.237256
ratio-resistenciam1,48,22129,BT-F,0.291661
ratio-resistenciam1,49,26196,BT-F,0.28354
ratio-resistenciam1,50,19635,BT-F,0.78912
ratio-resistenciam1,51,27050,BT-F,0.268962
ratio-resistenciam1,52,27251,BT-F,0.434082
ratio-resistenciam1,53,27568,BT-F,0.388747
ratio-resistenciam1,54,27579,BT-F,0.258213
ratio-resistenciam1,55,27236,BT-F,0.600319
ratio-resistenciam1,56,27053,BT-F,0.454797
ratio-resistenciam1,57,31570,BT-F,0.669898
ratio-resistenciam1,58,34923,BT-F,0.541997
ratio-resistenciam1,59,31669,BT-F,0.347948
ratio-resistenciam1,60,29385,BT-F,0.329845
ratio-resistenciam1,61,29796,BT-F,0.481461
ratio-resistenciam1,62,27218,BT-F,0.692207
ratio-resistenciam1,63,32460,BT-F,0.606255
ratio-resistenciam1,64,29169,BT-F,0.909627
ratio-resistenciam1,65,34446,BT-F,0.520214
ratio-resistenciam1,66,34572,BT-F,0.41249
ratio-resistenciam1,67,32292,BT-F,1.26863
ratio-resistenciam1,68,32878,BT-F,0.593887
ratio-resistenciam1,69,32122,BT-F,1.78508
ratio-resistenciam1,70,34565,BT-F,0.64792
ratio-resistenciam1,71,37689,BT-F,1.09257
ratio-resistenciam1,72,35547,BT-F,0.893812
ratio-resistenciam1,73,36147,BT-F,1.03373
ratio-resistenciam1,74,42174,BT-F,1.23006
ratio-resistenciam1,75,36788,BT-F,2.9419
ratio-resistenciam1,76,36223,BT-F,1.83696
ratio-resistenciam1,77,35107,BT-F,1.43592
ratio-resistenciam1,78,38094,BT-F,3.45042
ratio-resistenciam1,79,37875,BT-F,1.17341
ratio-resistenciam1,80,42849,BT-F,1.67921
ratio-resistenciam1,81,42594,BT-F,1.47881
ratio-resistenciam1,82,38578,BT-F,2.42824
ratio-resistenciam1,83,41369,BT-F,1.68888
ratio-resistenciam1,84,34577,BT-F,3.2078
ratio-resistenciam1,85,47337,BT-F,2.47575
ratio-resistenciam1,86,40726,BT-F,3.49956
ratio-resistenciam1,87,44853,BT-F,1.93839
ratio-resistenciam1,88,48197,BT-F,2.35111
ratio-resistenciam1,89,44911,BT-F,2.29213
ratio-resistenciam1,90,49001,BT-F,3.18925
ratio-resistenciam1,91,43756,BT-F,4.28447
ratio-resistenciam1,92,45882,BT-F,1.99599
ratio-resistenciam1,93,47659,BT-F,1.44421
ratio-resistenciam1,94,52454,BT-F,1.19283
ratio-resistenciam1,95,50817,BT-F,3.95503
ratio-resistenciam1,96,45283,BT-F,3.1882
ratio-resistenciam1,97,45135,BT-F,3.86066
ratio-resistenciam1,98,54303,BT-F,3.17861
ratio-resistenciam1,99,48162,BT-F,4.63946
ratio-resistenciam1,100,51863,BT-F,3.88627
ratio-resistenciam1,101,51881,BT-F,3.85591
ratio-resistenciam1,102,49516,BT-F,3.79863
ratio-resistenciam1,103,53245,BT-F,4.38212
ratio-resistenciam1,104,52828,BT-F,5.60228
ratio-resistenciam1,105,55887,BT-F,2.03614
ratio-resistenciam1,106,46043,BT-F,6.36951
ratio-resistenciam1,107,56549,BT-F,5.03839
ratio-resistenciam1,108,50993,BT-F,8.53198
ratio-resistenciam1,109,53741,BT-F,3.18318
ratio-resistenciam1,110,57531,BT-F,5.5678
ratio-resistenciam1,111,54751,BT-F,8.77903
ratio-resistenciam1,112,52823,BT-F,4.69946
ratio-resistenciam1,113,54667,BT-F,6.08249
ratio-resistenciam1,114,61997,BT-F,3.95397
ratio-resistenciam1,115,63498,BT-F,4.74521
ratio-resistenciam1,116,56489,BT-F,8.39802
ratio-resistenciam1,117,62549,BT-F,7.1643
ratio-resistenciam1,118,57745,BT-F,9.91151
ratio-resistenciam1,119,57172,BT-F,6.30716
ratio-resistenciam1,120,63165,BT-F,9.33356
ratio-resistenciam1,121,60596,BT-F,6.89742
ratio-resistenciam1,122,59250,BT-F,10.4725
ratio-resistenciam1,123,62954,BT-F,15.8723
ratio-resistenciam1,124,63039,BT-F,4.67223
ratio-resistenciam1,125,59359,BT-F,12.9452
ratio-resistenciam1,126,61682,BT-F,14.2929
ratio-resistenciam1,127,61578,BT-F,8.16895
ratio-resistenciam1,128,66687,BT-F,8.59331
ratio-resistenciam1,129,62176,BT-F,10.2873
ratio-resistenciam1,130,62906,BT-F,10.5594
ratio-resistenciam1,131,68706,BT-F,10.9648
ratio-resistenciam1,132,61354,BT-F,18.3769
ratio-resistenciam1,133,67414,BT-F,9.05521
ratio-resistenciam1,134,68227,BT-F,6.57791
ratio-resistenciam1,135,61891,BT-F,30.3246
ratio-resistenciam1,136,69479,BT-F,12.2307
ratio-resistenciam1,137,69714,BT-F,12.1107
ratio-resistenciam1,138,77025,BT-F,14.7746
ratio-resistenciam1,139,67188,BT-F,14.7631
ratio-resistenciam1,140,69297,BT-F,7.27705
ratio-resistenciam1,141,67394,BT-F,17.8245
ratio-resistenciam1,142,72536,BT-F,18.2243
ratio-resistenciam1,143,67251,BT-F,12.6691
ratio-resistenciam1,144,74223,BT-F,22.1238
ratio-resistenciam1,145,78922,BT-F,8.73954
ratio-resistenciam1,146,72345,BT-F,12.0745
ratio-resistenciam1,147,78629,BT-F,9.82678
ratio-resistenciam1,148,72229,BT-F,29.4349
ratio-resistenciam1,149,71896,BT-F,17.2804
ratio-resistenciam1,150,74380,BT-F,11.1283
ratio-resistenciam1,151,78591,BT-F,16.8371
ratio-resistenciam1,152,74330,BT-F,15.2205
ratio-resistenciam1,153,73654,BT-F,30.3908
ratio-resistenciam1,154,79131,BT-F,21.6514
ratio-resistenciam1,155,79644,BT-F,11.9466
ratio-resistenciam1,156,84588,BT-F,19.3848
ratio-resistenciam1,157,79339,BT-F,23.7042
ratio-resistenciam1,158,82920,BT-F,18.2976
ratio-resistenciam1,159,83143,BT-F,24.0596
ratio-resistenciam1,160,76876,BT-F,19.7573
ratio-resistenciam1,161,83032,BT-F,27.3286
ratio-resistenciam1,162,84122,BT-F,14.8947
ratio-resistenciam1,163,89319,BT-F,24.6031
ratio-resistenciam1,164,89776,BT-F,21.0371
ratio-resistenciam1,165,91743,BT-F,30.7048
ratio-resistenciam1,166,78746,BT-F,31.4154
ratio-resistenciam1,167,86899,BT-F,22.416
ratio-resistenciam1,168,83911,BT-F,54.9429
ratio-resistenciam1,169,84581,BT-F,20.4876
ratio-resistenciam1,170,84209,BT-F,43.8888
ratio-resistenciam1,171,83552,BT-F,21.5895
ratio-resistenciam1,172,90710,BT-F,25.4798
ratio-resistenciam1,173,82472,BT-F,35.4361
ratio-resistenciam1,174,85607,BT-F,55.0675
ratio-resistenciam1,175,90449,BT-F,25.1096
ratio-resistenciam1,176,77158,BT-F,49.7973
ratio-resistenciam1,177,90849,BT-F,30.5675
ratio-resistenciam1,178,83077,BT-F,20.5919
ratio-resistenciam1,179,97988,BT-F,38.143
ratio-resistenciam1,180,83275,BT-F,33.4467
ratio-resistenciam1,181,90260,BT-F,42.7226
ratio-resistenciam1,182,89735,BT-F,32.2496
ratio-resistenciam1,183,92318,BT-F,27.0676
ratio-resistenciam1,184,95076,BT-F,18.9861
ratio-resistenciam1,185,86578,BT-F,57.9735
ratio-resistenciam1,186,97430,BT-F,22.5008
ratio-resistenciam1,187,84145,BT-F,43.1338
ratio-resistenciam1,188,94034,BT-F,34.3706
ratio-resistenciam1,189,100384,BT-F,36.8071
ratio-resistenciam1,190,100018,BT-F,38.8704
ratio-resistenciam1,191,93828,BT-F,37.2533
ratio-resistenciam1,192,92485,BT-F,58.345
ratio-resistenciam1,193,97758,BT-F,64.6758
ratio-resistenciam1,194,95642,BT-F,47.594
ratio-resistenciam1,195,104410,BT-F,41.5704
ratio-resistenciam1,196,96011,BT-F,48.6681
ratio-resistenciam1,197,104023,BT-F,29.2137
ratio-resistenciam1,198,101367,BT-F,30.2445
ratio-resistenciam1,199,93183,BT-F,68.9219
ratio-resistenciam1,200,98829,BT-F,73.1061
ratio-resistenciaM1,1,996,BT-F,0.001009
ratio-resistenciaM1,2,1200,BT-F,0.001162
ratio-resistenciaM1,3,1379,BT-F,0.001375
ratio-resistenciaM1,4,1261,BT-F,0.001524
ratio-resistenciaM1,5,1344,BT-F,0.002284
ratio-resistenciaM1,6,2212,BT-F,0.00333
ratio-resistenciaM1,7,4571,BT-F,0.003871
ratio-resistenciaM1,8,4773,BT-F,0.004222
ratio-resistenciaM1,9,3260,BT-F,0.007
ratio-resistenciaM1,10,5573,BT-F,0.008074
ratio-resistenciaM1,11,6556,BT-F,0.011312
ratio-resistenciaM1,12,4997,BT-F,0.02223
ratio-resistenciaM1,13,4612,BT-F,0.026292
ratio-resistenciaM1,14,5345,BT-F,0.027505
ratio-resistenciaM1,15,8114,BT-F,0.043221
ratio-resistenciaM1,16,8740,BT-F,0.030526
ratio-resistenciaM1,17,7501,BT-F,0.035709
ratio-resistenciaM1,18,8377,BT-F,0.02677
ratio-resistenciaM1,19,5896,BT-F,0.137434
ratio-resistenciaM1,20,11009,BT-F,0.089013
ratio-resistenciaM1,21,10295,BT-F,0.183336
ratio-resistenciaM1,22,12628,BT-F,0.086811
ratio-resistenciaM1,23,11836,BT-F,0.149169
ratio-resistenciaM1,24,14328,BT-F,0.116655
ratio-resistenciaM1,25,15164,BT-F,0.060924
ratio-resistenciaM1,26,14029,BT-F,0.199858
ratio-resistenciaM1,27,15624,BT-F,0.202907
ratio-resistenciaM1,28,13280,BT-F,0.645712
ratio-resistenciaM1,29,12879,BT-F,0.59999
ratio-resistenciaM1,30,15040,BT-F,0.3856
ratio-resistenciaM1,31,17486,BT-F,0.377326
ratio-resistenciaM1,32,15349,BT-F,1.01049
ratio-resistenciaM1,33,20848,BT-F,0.703655
ratio-resistenciaM1,34,14718,BT-F,3.45658
ratio-resistenciaM1,35,17452,BT-F,1.16366
ratio-resistenciaM1,36,18124,BT-F,1.14794
ratio-resistenciaM1,37,14383,BT-F,7.99453
ratio-resistenciaM1,38,22014,BT-F,2.2307
ratio-resistenciaM1,39,18619,BT-F,3.46704
