dataset,n,R,metodo,tiempo
ratio-resistenciaM1,40,23358,BT-F,1.61256
ratio-resistenciaM1,41,21751,BT-F,1.79016
ratio-resistenciaM1,42,19445,BT-F,19.0726
ratio-resistenciaM1,43,21160,BT-F,2.86351
ratio-resistenciaM1,44,21964,BT-F,10.0333
ratio-resistenciaM1,45,20229,BT-F,9.65672
ratio-resistenciaM1,46,24779,BT-F,3.22319
ratio-resistenciaM1,47,20136,BT-F,28.8117
ratio-resistenciaM1,48,27726,BT-F,3.2043
ratio-resistenciaM1,49,28257,BT-F,1.48178
ratio-resistenciaM1,50,27302,BT-F,5.29348
ratio-resistenciaM1,51,26605,BT-F,11.0523
ratio-resistenciaM1,52,26724,BT-F,3.1778
ratio-resistenciaM1,53,23816,BT-F,13.7533
ratio-resistenciaM1,54,26781,BT-F,15.6118
ratio-resistenciaM1,55,29782,BT-F,10.3471
ratio-resistenciaM1,56,27210,BT-F,20.2944
ratio-resistenciaM1,57,29426,BT-F,22.4121
ratio-resistenciaM1,58,32496,BT-F,4.99628
ratio-resistenciaM1,59,28376,BT-F,42.0013
ratio-resistenciaM1,60,31423,BT-F,16.9607
ratio-resistenciaM1,61,32668,BT-F,9.452
ratio-resistenciaM1,62,29553,BT-F,36.085
ratio-resistenciaM1,63,33152,BT-F,43.4439
ratio-resistenciaM1,64,28026,BT-F,72.5832
ratio-resistenciaM1,65,36773,BT-F,10.3174
ratio-resistenciaM1,66,33437,BT-F,35.7219
ratio-resistenciaM1,67,29344,BT-F,172.963
ratio-resistenciaM1,68,35186,BT-F,46.7638
ratio-resistenciaM1,69,34465,BT-F,60.5124
ratio-resistenciaM1,70,38678,BT-F,22.6573
ratio-resistenciaM1,71,33655,BT-F,49.5558
ratio-resistenciaM1,72,35372,BT-F,51.7235
ratio-resistenciaM1,73,36688,BT-F,51.9816
ratio-resistenciaM1,74,30546,BT-F,362.52
ratio-resistenciaM1,75,39504,BT-F,73.719
ratio-resistenciaM1,76,36870,BT-F,89.8869
ratio-resistenciaM1,77,40708,BT-F,150.441
ratio-resistenciaM1,78,42281,BT-F,24.9992
ratio-resistenciaM1,79,36314,BT-F,271.724
ratio-resistenciaM1,80,39503,BT-F,174.655
ratio-resistenciaM1,81,41340,BT-F,69.9846
ratio-resistenciaM1,82,38734,BT-F,291.097
ratio-resistenciaM1,83,37479,BT-F,364.284
ratio-resistenciaM1,84,45233,BT-F,70.3158
ratio-resistenciaM1,85,43344,BT-F,40.6486
ratio-resistenciaM1,86,45668,BT-F,253.4
ratio-resistenciaM1,87,40399,BT-F,1166.69
ratio-resistenciaM1,88,47568,BT-F,129.121
ratio-resistenciaM1,89,45197,BT-F,578.239
ratio-resistenciaM1,90,50263,BT-F,164.328
ratio-resistenciaM1,91,44113,BT-F,2094.08
ratio-resistenciaM1,92,43998,BT-F,559.778
ratio-resistenciaM1,93,44405,BT-F,898.095
ratio-resistenciaM1,94,49069,BT-F,802.337
ratio-resistenciaM1,95,50020,BT-F,342.935
ratio-resistenciaM1,96,50362,BT-F,772.416
ratio-resistenciaM1,97,47190,BT-F,6738.23
ratio-resistenciaM1,98,44556,BT-F,1691.68
ratio-resistenciaM1,99,51724,BT-F,201.021
ratio-resistenciaM1,100,48977,BT-F,193.529
ratio-resistenciaM1,101,54381,BT-F,429.585
ratio-resistenciaM1,102,46426,BT-F,16410.2
ratio-resistenciaM1,103,50170,BT-F,533.261
ratio-resistenciaM1,104,50876,BT-F,2252.29
ratio-resistenciaM1,105,56360,BT-F,378.609
ratio-resistenciaM1,106,56673,BT-F,795.988
ratio-resistenciaM1,107,58366,BT-F,319.289
ratio-resistenciaM1,108,52426,BT-F,1502.66
ratio-resistenciaM1,109,60660,BT-F,2525.07
ratio-resistenciaM1,110,57893,BT-F,275.265
ratio-resistenciaM1,111,57519,BT-F,521.689
ratio-resistenciaM1,112,56725,BT-F,956.596
ratio-resistenciaM1,113,54701,BT-F,1481.18
ratio-resistenciaM1,114,53071,BT-F,18364.6
ratio-resistenciaM1,115,57008,BT-F,331.757
ratio-resistenciaM1,116,59857,BT-F,2970.75
ratio-resistenciaM1,117,58874,BT-F,7330.92
ratio-resistenciaM1,118,60644,BT-F,2561.31
ratio-resistenciaM1,119,60836,BT-F,1166.01
ratio-resistenciaM1,120,61071,BT-F,4782.35
ratio-resistenciaM1,121,60664,BT-F,1120.88
ratio-resistenciaM1,122,61049,BT-F,1041.81
ratio-resistenciaM1,123,65351,BT-F,687.787
ratio-resistenciaM1,124,59039,BT-F,12862.9
ratio-resistenciaM1,125,66926,BT-F,1624.89
ratio-resistenciaM1,126,66005,BT-F,7618.39
ratio-resistenciaM1,127,58257,BT-F,85956.8
ratio-resistenciaM1,128,66426,BT-F,12346.2
ratio-resistenciaM1,129,61506,BT-F,1706.95
ratio-resistenciaM1,130,63555,BT-F,11229.4
ratio-resistenciaM1,131,65692,BT-F,21721.6
ratio-resistenciaM1,132,71017,BT-F,1307.37
ratio-resistenciaM1,133,70571,BT-F,1641.25
ratio-resistenciaM1,134,64516,BT-F,78018.2
ratio-resistenciaM1,135,63554,BT-F,6630.53
ratio-resistenciaM1,136,69565,BT-F,7823.39
ratio-resistenciaM1,137,67415,BT-F,10930.1
ratio-resistenciaM1,138,70018,BT-F,5046.1
ratio-resistenciaM1,139,73456,BT-F,2516.54
ratio-resistenciaM1,140,73003,BT-F,12701.3
ratio-resistenciaM1,141,71652,BT-F,8867.77
ratio-resistenciaM1,142,70284,BT-F,9694.19
ratio-resistenciaM1,143,74536,BT-F,45833.3
ratio-resistenciaM1,144,70064,BT-F,48279.6
ratio-resistenciaM1,145,71170,BT-F,11660.8
ratio-resistenciaM1,146,66893,BT-F,48254.7
ratio-resistenciaM1,147,75505,BT-F,18369.0
ratio-resistenciaM1,148,72094,BT-F,11636.7
ratio-resistenciaM1,149,67774,BT-F,30813.4
ratio-resistenciaM1,150,76515,BT-F,7928.74
ratio-resistenciaM1,151,76113,BT-F,58482.9
ratio-resistenciaM1,152,72281,BT-F,7993.36
ratio-resistenciaM1,153,76506,BT-F,24996.2
ratio-resistenciaM1,154,74466,BT-F,82903.9
ratio-resistenciaM1,155,69012,BT-F,104409.0
ratio-resistenciaM1,156,80630,BT-F,5183.78
ratio-resistenciaM1,157,83214,BT-F,20096.9
ratio-resistenciaM1,158,83732,BT-F,5713.07
ratio-resistenciaM1,159,82810,BT-F,22983.4
ratio-resistenciaM1,160,81976,BT-F,88789.0
ratio-resistenciaM1,161,80167,BT-F,15672.0
ratio-resistenciaM1,162,83777,BT-F,82983.4
ratio-resistenciaM1,163,85718,BT-F,12257.7
ratio-resistenciaM1,164,81935,BT-F,22819.3
ratio-resistenciaM1,165,78974,BT-F,99883.1
ratio-resistenciaM1,166,76709,BT-F,304062.0
ratio-resistenciaM1,167,85789,BT-F,20986.3
ratio-resistenciaM1,168,84969,BT-F,12920.6
ratio-resistenciaM1,169,84545,BT-F,26734.2
ratio-resistenciaM1,170,91304,BT-F,36594.9
ratio-resistenciaM1,171,83440,BT-F,140096.0
ratio-resistenciaM1,172,86380,BT-F,135633.0
ratio-resistenciaM1,173,79009,BT-F,425011.0
ratio-resistenciaM1,174,81813,BT-F,146621.0
